Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Sample AF mean	Nucleus: Sample AF sum	Nucleus: Sample AF std dev	Nucleus: Sample AF max	Nucleus: Sample AF min	Nucleus: Sample AF range	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Sample AF mean	Cell: Sample AF std dev	Cell: Sample AF max	Cell: Sample AF min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Sample AF mean	Cytoplasm: Sample AF std dev	Cytoplasm: Sample AF max	Cytoplasm: Sample AF min
WJ_Scan1.qptiff - resolution #1	ac12f9c7-c9cb-403b-a4a8-12328f7fd35d	Cell			Annotation	Polygon	2432.4	2866.3	42	30.0331	0.5851	12.3976	4.9261	0.9361	48.5862	8454	18.6508	147	21	126	NaN	NaN	NaN	NaN	NaN	NaN	10.8736	1892	4.8997	39	5	34	45.3161	7885	11.2321	79	25	54	NaN	NaN	NaN	NaN	NaN	NaN	157.25	52.8229	0.7082	21.7168	11.5904	0.8363	22.6019	19.9307	147	1	NaN	NaN	NaN	NaN	9.0648	4.0924	39	3	47.0253	17.7344	89	12	NaN	NaN	NaN	NaN	12.7516	7.9375	44	1	NaN	NaN	NaN	NaN	8.3791	3.5111	29	3	47.6732	19.6166	89	12	NaN	NaN	NaN	NaN	0.2706	5.9828	1041	3.767	37	2	35	77.4885	13483	3.5786	89	70	19	5.4139	2.6877	37	1	77.654	5.3242	92	63	5.1983	2.1068	10	1	77.7168	5.8536	92	63
WJ_Scan1.qptiff - resolution #1	21fb8320-011f-435c-bcd6-3e67efb9f23d	Cell			Annotation	Polygon	2461	2865.9	33.75	20.9316	0.968	7.3049	5.9905	0.5158	49.6232	6848	14.7352	106	28	78	NaN	NaN	NaN	NaN	NaN	NaN	18.1377	2503	8.1332	53	7	46	47.942	6616	15.0589	86	27	59	NaN	NaN	NaN	NaN	NaN	NaN	176	49.6586	0.8969	17.1934	13	0.6645	23.381	18.7374	137	5	NaN	NaN	NaN	NaN	10.8584	5.5719	53	5	67.3513	24.0427	111	22	NaN	NaN	NaN	NaN	17.0053	13.257	137	5	NaN	NaN	NaN	NaN	9.0898	2.5671	29	5	72.0669	23.4517	111	22	NaN	NaN	NaN	NaN	0.1869	5.3478	738	1.5644	9	3	6	80.4348	11100	4.7152	94	72	22	7.0907	2.3593	12	2	86.1827	7.337	101	71	7.5141	2.3261	12	2	87.5792	7.181	101	71
WJ_Scan1.qptiff - resolution #1	ab97bf8e-08ac-4d7c-840d-ad0ebe68de98	Cell			Annotation	Polygon	2482.2	2868	17.25	15.7599	0.8728	5.7637	3.7196	0.7747	37.3649	2765	9.4137	70	22	48	NaN	NaN	NaN	NaN	NaN	NaN	15.4054	1140	6.8144	45	8	37	58.8378	4354	9.0645	80	43	37	NaN	NaN	NaN	NaN	NaN	NaN	106.75	40.544	0.8161	15.2408	8.5	0.8142	14.3634	11.8125	70	2	NaN	NaN	NaN	NaN	10.0463	6.7513	65	4	61.9653	17.7071	99	17	NaN	NaN	NaN	NaN	9.6089	4.2431	28	2	NaN	NaN	NaN	NaN	8.9385	6.1927	65	4	62.6117	18.9548	99	17	NaN	NaN	NaN	NaN	0.161	6.4189	475	1.365	12	4	8	84.5946	6260	3.0065	92	79	13	6.4722	1.7551	12	2	85.625	5.855	99	70	6.4832	1.8268	10	2	85.838	6.2668	99	70
WJ_Scan1.qptiff - resolution #1	ff372013-425a-4feb-9073-ecb1c27199bf	Cell			Annotation	Polygon	3020.8	2479.9	26.75	19.2204	0.9099	6.5304	5.3529	0.6076	66.6316	7596	13.2226	116	43	73	NaN	NaN	NaN	NaN	NaN	NaN	10.7632	1227	3.801	21	7	14	38.2895	4365	7.6259	62	26	36	NaN	NaN	NaN	NaN	NaN	NaN	71	34.0188	0.771	12.7579	7	0.8331	39.479	27.1413	116	4	NaN	NaN	NaN	NaN	9.2517	3.5599	26	5	47	12.2826	77	26	NaN	NaN	NaN	NaN	21.4826	17.1739	69	4	NaN	NaN	NaN	NaN	8.25	3.0071	26	5	52.7733	11.3535	77	28	NaN	NaN	NaN	NaN	0.3727	4.6404	529	1.213	10	3	7	85.4561	9742	2.6546	93	80	13	5.2378	1.3557	10	3	88.3217	4.0186	98	80	5.6337	1.3021	9	3	90.2209	3.6271	98	82
WJ_Scan1.qptiff - resolution #1	bd9e76a6-eaa2-4629-ba89-09f0d730303b	Cell			Annotation	Polygon	2978	2482.1	39.5	23.0335	0.9356	7.9517	6.4174	0.5897	69.4295	11317	20.6332	176	34	142	NaN	NaN	NaN	NaN	NaN	NaN	15.4969	2526	4.9258	39	9	30	45.3067	7385	13.7241	89	29	60	NaN	NaN	NaN	NaN	NaN	NaN	148.75	46.8666	0.851	16.7287	12.6284	0.6783	28.7496	27.7549	176	4	NaN	NaN	NaN	NaN	12.5593	7.5593	117	6	62.7796	22.6232	110	21	NaN	NaN	NaN	NaN	13.5413	6.966	51	4	NaN	NaN	NaN	NaN	11.461	8.067	117	6	69.3119	21.8238	110	21	NaN	NaN	NaN	NaN	0.2628	5.908	963	1.8047	14	3	11	86.3313	14072	4.9367	103	79	24	9.0718	7.6213	96	2	91.6678	7.3658	115	75	10.2546	8.5722	96	2	93.6628	7.1309	115	75
WJ_Scan1.qptiff - resolution #1	9496c8eb-bf3f-44cb-bc65-b2bc3e15cdaa	Cell			Annotation	Polygon	3010.4	2483.6	50.75	29.99	0.7091	10.7531	7.6578	0.6674	56.9082	11780	14.4147	129	33	96	NaN	NaN	NaN	NaN	NaN	NaN	13.5894	2813	6.3315	48	6	42	34.686	7180	10.7632	70	22	48	NaN	NaN	NaN	NaN	NaN	NaN	134.25	45.7921	0.8045	15.8136	11.0236	0.7059	32.8137	23.4092	129	4	NaN	NaN	NaN	NaN	11.0996	5.3264	48	6	47.7601	17.8372	86	22	NaN	NaN	NaN	NaN	17.9254	13.3169	62	4	NaN	NaN	NaN	NaN	9.5612	3.8747	44	6	55.8388	16.5076	86	23	NaN	NaN	NaN	NaN	0.3737	4.1546	860	1.2484	8	2	6	83.7826	17343	3.2225	94	78	16	5.3764	1.8022	10	2	87.6605	5.494	99	77	6.1313	1.6742	10	3	90.0567	5.2352	99	77
WJ_Scan1.qptiff - resolution #1	56ecea8c-3557-4b69-be90-d2dc8c5b2263	Cell			Annotation	Polygon	2991.1	2480.5	13.75	13.2347	0.9865	4.6663	3.7541	0.5884	64.7321	3625	13.128	96	43	53	NaN	NaN	NaN	NaN	NaN	NaN	18.7857	1052	9.2101	52	9	43	33.3393	1867	5.6738	49	25	24	NaN	NaN	NaN	NaN	NaN	NaN	63.25	30.3384	0.8635	10.6172	7.9344	0.5144	33.4196	21.1206	96	8	NaN	NaN	NaN	NaN	33.1137	43.0347	255	7	58.2706	22.7555	110	25	NaN	NaN	NaN	NaN	24.608	13.0011	64	8	NaN	NaN	NaN	NaN	37.1457	47.7264	255	7	65.2864	20.7377	110	29	NaN	NaN	NaN	NaN	0.1978	6.0893	341	2.843	20	4	16	83.2857	4664	2.5776	90	78	12	8.9569	5.9049	56	4	91.4353	7.5844	112	78	9.7638	6.2853	56	5	93.7286	6.9192	112	80
WJ_Scan1.qptiff - resolution #1	a210b2b1-862f-4d2c-910c-4d07b27d50ab	Cell			Annotation	Polygon	2999.6	2481.1	18	16.2442	0.8572	5.474	4.3288	0.5078	52.1351	3858	13.3358	115	32	83	NaN	NaN	NaN	NaN	NaN	NaN	16.2838	1205	6.19	48	8	40	48.9865	3625	12.9133	79	31	48	NaN	NaN	NaN	NaN	NaN	NaN	68.25	31.6059	0.8586	11.8824	8.6628	0.6985	28.7527	18.5951	115	6	NaN	NaN	NaN	NaN	13.19	7.7061	73	5	58.6882	16.9689	91	31	NaN	NaN	NaN	NaN	20.3122	11.7323	52	6	NaN	NaN	NaN	NaN	12.0732	7.905	73	5	62.1902	16.919	91	31	NaN	NaN	NaN	NaN	0.2492	7.3108	541	4.0677	37	4	33	87.8243	6499	3.8795	98	81	17	8.4086	6.1144	73	4	91.0896	5.304	103	81	8.8049	6.6658	73	4	92.2683	5.2619	103	81
WJ_Scan1.qptiff - resolution #1	730557ad-a4ed-4b24-a343-3e41859c8435	Cell			Annotation	Polygon	3022.6	2488.2	19	17.9129	0.7441	6.9417	4.1613	0.8291	65.1605	5278	18.8311	128	28	100	NaN	NaN	NaN	NaN	NaN	NaN	10.1852	825	2.4037	24	7	17	33.1728	2687	5.6806	45	23	22	NaN	NaN	NaN	NaN	NaN	NaN	104	37.9899	0.9055	12.8135	10.7922	0.5652	19.6675	25.7161	128	1	NaN	NaN	NaN	NaN	7.8278	4.1942	51	4	26.0311	11.1623	59	11	NaN	NaN	NaN	NaN	8.7329	10.8381	51	1	NaN	NaN	NaN	NaN	7.2611	4.3353	51	4	24.3145	11.476	59	11	NaN	NaN	NaN	NaN	0.1838	4.284	347	1.3061	12	2	10	83.8765	6794	2.1759	88	79	9	3.0694	1.4568	12	1	81.5646	3.9368	95	74	2.7774	1.3366	7	1	81.0089	4.0631	95	74
WJ_Scan1.qptiff - resolution #1	b923c164-4f31-4a15-b79a-f57204bc2cc9	Cell			Annotation	Polygon	3002.2	2490.5	43	26.839	0.7501	10.1859	5.9598	0.8479	63.4773	11172	22.8396	152	33	119	NaN	NaN	NaN	NaN	NaN	NaN	17.5398	3087	7.6292	42	7	35	28.5341	5022	14.0651	77	15	62	NaN	NaN	NaN	NaN	NaN	NaN	104.25	40.0904	0.8151	14.3675	11.4258	0.5183	40.7173	26.3104	152	5	NaN	NaN	NaN	NaN	14.1259	7.2092	54	5	29.3848	15.4708	89	14	NaN	NaN	NaN	NaN	24.3673	13.2422	57	5	NaN	NaN	NaN	NaN	11.6735	5.768	54	5	29.9959	16.4076	89	14	NaN	NaN	NaN	NaN	0.4063	3.9659	698	1.6315	9	2	7	81.7102	14381	4.8239	97	76	21	4.1686	2.3315	18	2	81.6912	5.1575	98	74	4.3143	2.7197	18	2	81.6776	5.3941	98	74
WJ_Scan1.qptiff - resolution #1	02508c8e-401b-4cf0-a55b-0d49c7c5538e	Cell			Annotation	Polygon	2992.6	2488.5	23.25	17.8778	0.9141	6.3425	4.8627	0.6401	69.3299	6725	15.2019	113	50	63	NaN	NaN	NaN	NaN	NaN	NaN	39.9897	3879	17.0621	109	18	91	26.866	2606	3.639	37	21	16	NaN	NaN	NaN	NaN	NaN	NaN	48.75	26.8364	0.8506	9.9559	7.176	0.6444	51.1294	23.7298	113	11	NaN	NaN	NaN	NaN	34.3035	19.3946	125	11	30.0348	5.1888	50	21	NaN	NaN	NaN	NaN	34.1538	16.5856	80	11	NaN	NaN	NaN	NaN	29	20.0053	125	11	32.9904	4.654	50	23	NaN	NaN	NaN	NaN	0.4617	30.7526	2983	26.016	140	8	132	80.9072	7848	1.7144	86	78	8	41.2189	43.758	252	7	82.0498	2.4734	93	78	50.9808	53.7379	252	7	83.1154	2.6006	93	78
WJ_Scan1.qptiff - resolution #1	f2f2c5c5-44b4-4a23-ab91-37d419506b20	Cell			Annotation	Polygon	2982.9	2490.5	44	26.4139	0.7925	9.5858	6.1656	0.7829	116.8626	21269	27.7618	190	59	131	NaN	NaN	NaN	NaN	NaN	NaN	30.1703	5491	16.8382	132	13	119	27.044	4922	3.287	37	21	16	NaN	NaN	NaN	NaN	NaN	NaN	117.75	45.5803	0.7122	15.9959	10.7265	0.7686	66.3362	48.5234	190	6	NaN	NaN	NaN	NaN	32.7378	27.1977	212	10	31.9218	6.2049	63	21	NaN	NaN	NaN	NaN	34.7354	27.33	117	6	NaN	NaN	NaN	NaN	34.3436	31.9416	212	10	34.9725	5.6256	63	21	NaN	NaN	NaN	NaN	0.3738	13.3297	2426	17.4084	129	5	124	80.5	14651	1.8826	86	77	9	27.7886	31.807	240	5	81.907	2.7968	92	76	36.8316	35.2733	240	6	82.7869	2.9154	92	76
WJ_Scan1.qptiff - resolution #1	e5b87140-2f4d-49d5-80b3-5e1a0816f482	Cell			Annotation	Polygon	2995.5	2497.8	29.5	23.3491	0.68	8.9974	4.3735	0.899	68.4758	8491	15.3079	115	39	76	NaN	NaN	NaN	NaN	NaN	NaN	50.0081	6201	50.4451	252	10	242	26.9435	3341	4.249	44	20	24	NaN	NaN	NaN	NaN	NaN	NaN	94.25	36.917	0.869	14.0701	9.3097	0.7683	36.9474	27.625	115	2	NaN	NaN	NaN	NaN	33.2684	40.4591	252	4	24.9553	7.3979	44	12	NaN	NaN	NaN	NaN	21.6758	17.4268	81	2	NaN	NaN	NaN	NaN	25.1602	31.6737	213	4	23.9922	8.3535	43	12	NaN	NaN	NaN	NaN	0.319	7.0484	874	5.7195	42	3	39	80.3952	9969	2.2697	87	75	12	7.15	9.863	103	1	79.271	3.2678	91	71	7.1992	11.3488	103	1	78.7266	3.5318	91	71
WJ_Scan1.qptiff - resolution #1	a029458e-4f70-4a89-b8f1-89583d575703	Cell			Annotation	Polygon	3012	2496.5	14.5	14.8863	0.8223	5.4805	3.8445	0.7391	70.8871	4395	51.912	245	26	219	NaN	NaN	NaN	NaN	NaN	NaN	8.6613	537	1.8372	13	6	7	18.6774	1158	1.6274	24	16	8	NaN	NaN	NaN	NaN	NaN	NaN	102	38.5601	0.8621	13.2291	10.1849	0.6549	17.6675	30.9178	245	2	NaN	NaN	NaN	NaN	8.4029	10.2664	160	4	16.9951	2.7295	30	12	NaN	NaN	NaN	NaN	8.24	7.9001	39	2	NaN	NaN	NaN	NaN	8.3571	11.1139	160	4	16.6971	2.7783	30	12	NaN	NaN	NaN	NaN	0.1399	2.4516	152	0.6447	5	1	4	77.629	4813	1.4625	82	75	7	2.2403	1.0099	12	1	76.8786	1.6389	84	73	2.2029	1.0579	12	1	76.7457	1.6345	84	73
WJ_Scan1.qptiff - resolution #1	32bdaf74-cb5d-49d3-909c-075891ec7aa0	Cell			Annotation	Polygon	2985.6	2496.9	12.75	14.7417	0.7373	5.2257	3.3075	0.8219	108.2679	6063	35.6837	233	69	164	NaN	NaN	NaN	NaN	NaN	NaN	121.8393	6823	64.4069	255	30	225	28.4107	1591	3.8032	38	22	16	NaN	NaN	NaN	NaN	NaN	NaN	30.75	20.5978	0.9108	7.5432	5	0.6931	83.8571	34.8714	233	15	NaN	NaN	NaN	NaN	121.6587	66.7861	255	22	31.8889	7.2213	57	22	NaN	NaN	NaN	NaN	64.3286	17.8169	95	15	NaN	NaN	NaN	NaN	121.5143	69.0926	255	22	34.6714	8.0788	57	24	NaN	NaN	NaN	NaN	0.4111	8.9821	503	3.6556	23	5	18	81.8393	4583	1.9048	88	78	10	19.3651	18.8317	97	5	83.0317	3.3225	95	78	27.6714	21.7787	97	5	83.9857	3.8767	95	78
WJ_Scan1.qptiff - resolution #1	c2a89253-d282-4cfe-a62c-a4737516a7b6	Cell			Annotation	Polygon	3020.7	2498.5	10.25	12.4179	0.8353	4.6824	2.8578	0.7924	45.0909	1984	18.993	77	17	60	NaN	NaN	NaN	NaN	NaN	NaN	6.5455	288	0.9989	9	5	4	20.2727	892	2.5551	25	17	8	NaN	NaN	NaN	NaN	NaN	NaN	89.25	35.1072	0.91	12.2643	9.6252	0.549	10.4377	15.1504	77	2	NaN	NaN	NaN	NaN	5.3601	1.0791	9	4	16.687	2.9757	25	12	NaN	NaN	NaN	NaN	5.6278	4.6898	28	2	NaN	NaN	NaN	NaN	5.1956	0.9838	9	4	16.1893	2.6759	24	12	NaN	NaN	NaN	NaN	0.1144	2.7045	119	0.5094	4	2	2	78.4091	3450	1.661	81	75	6	2.0554	0.56	4	1	76.7119	1.6567	81	73	1.9653	0.5051	3	1	76.4763	1.5148	81	73
WJ_Scan1.qptiff - resolution #1	cacb975b-6193-4e68-9db3-0e763be2f142	Cell			Annotation	Polygon	3035.3	2499.2	11.5	13.328	0.8135	5.4037	2.8085	0.8272	75.1154	3906	44.7563	206	19	187	NaN	NaN	NaN	NaN	NaN	NaN	95.9038	4987	72.6917	255	17	238	39.0962	2033	7.3518	61	29	32	NaN	NaN	NaN	NaN	NaN	NaN	151.75	44.3376	0.97	15.5571	12.7024	0.5694	10.4013	23.8636	206	1	NaN	NaN	NaN	NaN	22.6362	42.3095	255	4	20.31	9.6869	61	10	NaN	NaN	NaN	NaN	4.4029	3.8732	29	1	NaN	NaN	NaN	NaN	15.8449	30.5026	255	4	18.5686	7.8624	51	10	NaN	NaN	NaN	NaN	0.0759	5.0577	263	1.3197	9	3	6	86.6538	4506	4.4452	101	79	22	2.4649	1.3555	9	1	78.5318	3.9351	101	72	2.2246	1.0804	6	1	77.779	2.9034	95	72
WJ_Scan1.qptiff - resolution #1	5f66b0d2-35ba-4256-8850-8be203a32883	Cell			Annotation	Polygon	2977.1	2498.7	11.75	13.7078	0.7858	5.5479	2.659	0.8765	73.549	3751	14.6619	117	47	70	NaN	NaN	NaN	NaN	NaN	NaN	26.7255	1363	15.6283	103	15	88	31.3137	1597	3.3135	41	26	15	NaN	NaN	NaN	NaN	NaN	NaN	59.75	29.9442	0.8374	11.3168	6.225	0.8385	42.3551	24.4349	117	8	NaN	NaN	NaN	NaN	38.302	45.5307	255	11	38.3224	6.8208	73	26	NaN	NaN	NaN	NaN	34.1546	19.35	93	8	NaN	NaN	NaN	NaN	41.3454	50.1283	255	11	40.1649	6.2912	73	29	NaN	NaN	NaN	NaN	0.1971	12.9804	662	11.4726	72	7	65	80.0196	4081	1.6792	86	77	9	20.5224	21.5257	164	6	82.4122	2.8683	98	77	22.5052	23.0807	164	6	83.0412	2.7857	98	77
WJ_Scan1.qptiff - resolution #1	baba9752-a1cf-4888-b4c9-30d0bfbbfcab	Cell			Annotation	Polygon	2985.6	2503.7	30.5	22.3026	0.7705	9.095	5.132	0.8141	92.125	11792	18.329	152	52	100	NaN	NaN	NaN	NaN	NaN	NaN	39.0078	4993	26.6622	150	13	137	28.6953	3673	4.5913	41	20	21	NaN	NaN	NaN	NaN	NaN	NaN	70.25	32.6747	0.8269	11.668	8.3928	0.723	62.6364	32.7498	152	10	NaN	NaN	NaN	NaN	45.0455	38.3928	247	9	33.0839	6.4786	55	20	NaN	NaN	NaN	NaN	38.7468	19.797	98	10	NaN	NaN	NaN	NaN	49.9367	45.2428	247	9	36.6392	5.5422	55	27	NaN	NaN	NaN	NaN	0.4408	9.4688	1212	6.082	45	4	41	79.3516	10157	1.9706	84	75	9	16.549	18.4626	138	4	81.1434	2.9446	95	75	22.2848	22.6907	138	4	82.5949	2.8036	95	76
WJ_Scan1.qptiff - resolution #1	c5e9052f-e851-4040-b1f4-a1f30ba9c35f	Cell			Annotation	Polygon	2974.3	2505.6	28.5	22.8394	0.6866	8.455	5.3393	0.7947	109.0588	12978	22.8749	202	76	126	NaN	NaN	NaN	NaN	NaN	NaN	25.8571	3077	7.6527	56	11	45	28.9412	3444	5.1606	42	21	21	NaN	NaN	NaN	NaN	NaN	NaN	65.75	36.7188	0.6128	14.3132	8.4987	0.7099	92.7462	26.0695	202	31	NaN	NaN	NaN	NaN	38.375	43.2824	255	10	31.4394	6.75	52	21	NaN	NaN	NaN	NaN	79.3586	20.3001	164	31	NaN	NaN	NaN	NaN	48.6483	56.0156	255	10	33.4897	7.2112	52	21	NaN	NaN	NaN	NaN	0.4438	4.6555	554	1.2917	10	3	7	78.0924	9293	1.7563	82	75	7	7.7386	11.1323	105	3	79.1705	2.7169	89	75	10.269	14.5145	105	3	80.0552	3.034	89	75
WJ_Scan1.qptiff - resolution #1	b296471c-fe31-460e-93f3-a4f408299652	Cell		19 IGM	Annotation	Polygon	2989.8	2508.1	13.25	18.9738	0.4625	7.8538	2.7455	0.963	91.1613	5652	40.6453	245	39	206	NaN	NaN	NaN	NaN	NaN	NaN	117.3871	7278	63.0728	255	50	205	26.1774	1623	5.0001	39	20	19	NaN	NaN	NaN	NaN	NaN	NaN	55.5	31.9933	0.6814	12.5353	5.934	0.894	54.5911	37.5987	245	5	NaN	NaN	NaN	NaN	90.6356	72.2252	255	11	27.3867	6.3917	53	19	NaN	NaN	NaN	NaN	40.681	25.0221	109	5	NaN	NaN	NaN	NaN	80.4601	73.054	255	11	27.8466	6.8047	53	19	NaN	NaN	NaN	NaN	0.2544	4.5	279	1.1839	7	3	4	79.1129	4905	2.9259	88	74	14	5.0356	2.1873	17	2	79.0133	3.1798	91	73	5.2393	2.4364	17	2	78.9755	3.2791	91	73
WJ_Scan1.qptiff - resolution #1	417a6c52-e243-4379-9d70-0571200e0bb1	Cell			Annotation	Polygon	2999.8	2507.2	14.25	13.8241	0.937	5.0592	3.4598	0.7446	88.983	5250	52.6912	255	40	215	NaN	NaN	NaN	NaN	NaN	NaN	13.8814	819	5.7448	30	7	23	19.8305	1170	4.1942	34	15	19	NaN	NaN	NaN	NaN	NaN	NaN	96.75	35.9254	0.942	12.2588	10.5841	0.4067	26.7949	35.7589	255	3	NaN	NaN	NaN	NaN	10.8487	11.8478	125	4	18.6385	5.5481	45	12	NaN	NaN	NaN	NaN	15.71	14.306	74	3	NaN	NaN	NaN	NaN	10.3082	12.559	125	4	18.426	5.7353	45	12	NaN	NaN	NaN	NaN	0.1418	4.4407	262	2.3509	14	2	12	76.8136	4532	1.8144	82	73	9	3.4308	2.9502	43	1	75.9231	2.7453	92	70	3.2508	3.0122	43	1	75.7644	2.8528	92	70
WJ_Scan1.qptiff - resolution #1	8b06136b-03e8-433f-ac88-4536fa989ffd	Cell			Annotation	Polygon	2977	2514	46.5	27.7148	0.7607	10.6496	6.6102	0.8067	101.1818	18921	21.2471	174	63	111	NaN	NaN	NaN	NaN	NaN	NaN	24.8984	4656	11.0188	86	10	76	28.4759	5325	5.4173	45	20	25	NaN	NaN	NaN	NaN	NaN	NaN	110.5	43.0036	0.7509	17.1883	8.5743	0.8629	72.1233	35.5946	184	11	NaN	NaN	NaN	NaN	22.2892	15.4565	185	8	34.6166	10.3259	76	20	NaN	NaN	NaN	NaN	51.1429	28.3888	184	11	NaN	NaN	NaN	NaN	20.4054	17.7773	185	8	39.0502	10.7556	76	20	NaN	NaN	NaN	NaN	0.4149	4.4759	837	1.0842	9	3	6	77.2727	14450	2.1715	85	73	12	6.6166	7.1864	81	3	78.3543	3.5626	90	70	8.1622	9.0834	81	3	79.1351	4.127	90	70
WJ_Scan1.qptiff - resolution #1	a4270302-daac-4821-84cf-1c3c9acff6df	Cell			Annotation	Polygon	3018.5	2511.5	24.25	21.9466	0.6327	9.1701	3.7908	0.9211	56.098	5722	14.3213	117	30	87	NaN	NaN	NaN	NaN	NaN	NaN	15.7059	1602	5.0612	28	6	22	113.902	11618	95.0104	247	19	228	NaN	NaN	NaN	NaN	NaN	NaN	134.25	44.4975	0.852	15.9693	10.3566	0.7411	18.3903	21.1238	117	2	NaN	NaN	NaN	NaN	11.0483	6.7431	52	4	52.6636	69.1819	247	13	NaN	NaN	NaN	NaN	9.5688	9.5824	46	2	NaN	NaN	NaN	NaN	9.9587	6.6262	52	4	38.3372	52.2248	247	13	NaN	NaN	NaN	NaN	0.1801	13.6275	1390	11.7296	37	2	35	119.9216	12232	47.0072	211	74	137	6.1784	8.1901	37	1	89.4907	30.5995	211	70	4.4358	5.8998	34	1	82.3716	19.3622	187	70
WJ_Scan1.qptiff - resolution #1	073875a7-4408-4685-90b9-64d48f9dedd0	Cell		19 IGM	Annotation	Polygon	2994.4	2516	47.5	33.8757	0.5201	10.8794	8.2663	0.4321	139.1608	27693	37.4772	255	76	179	NaN	NaN	NaN	NaN	NaN	NaN	181.1407	36047	80.7212	255	26	229	40.191	7998	16.3075	102	18	84	NaN	NaN	NaN	NaN	NaN	NaN	116.75	44.6132	0.7371	16.8894	10.808	0.7587	86.9126	57.7612	255	4	NaN	NaN	NaN	NaN	139.919	94.9288	255	8	35.4563	16.1789	102	12	NaN	NaN	NaN	NaN	48.4037	35.5353	145	4	NaN	NaN	NaN	NaN	109.537	93.2647	255	8	31.9667	15.1938	96	12	NaN	NaN	NaN	NaN	0.4166	10.1457	2019	6.136	40	3	37	85.201	16955	8.3672	122	73	49	10.4371	13.1243	153	1	82.3603	8.1778	122	71	10.6519	16.4878	153	1	80.2667	7.379	114	71
