Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio
WI_Scan1.qptiff - resolution #1	d1d930ca-e6b4-406e-b4f7-f2ac61746b61	Cell			Annotation	Polygon	995.5	5280.1	31	21.8582	0.8153	8.7082	4.5	0.8497	54.6457	6940	8.7183	76	32	44	5.9055	750	1.6351	13	4	9	17.2677	2193	7.4306	47	9	38	51.5827	6551	13.4716	88	35	53	88.8189	11280	4.686	103	82	21	72	39.5057	0.5797	16.0017	7.2693	0.9196	31.8805	21.4754	76	4	7.2116	2.4585	16	3	19.8805	12.4912	84	5	65.3584	20.9876	112	25	93.273	7.059	109	77	14.4639	7.3523	38	4	8.2108	2.5174	16	3	21.8795	14.9896	84	5	75.8976	19.5732	112	25	96.6807	6.6679	109	77	0.4162
WI_Scan1.qptiff - resolution #1	1d95dd8f-3b0f-4a1e-81f5-b3d9327e40ff	Cell			Annotation	Polygon	1081.2	5280.2	20.5	18.9482	0.7175	6.8099	4.2332	0.7981	51.8353	4406	10.7247	80	27	53	5.9765	508	1.9819	10	3	7	15.3294	1303	7.6802	50	8	42	62.3412	5299	20.8141	114	35	79	99.1176	8425	7.2349	121	88	33	61.5	33.36	0.6944	13.5719	6.4908	0.8627	29.1935	18.4493	80	10	9.3024	3.0978	14	3	19.5887	16.6393	132	8	98.0323	33.1153	149	35	109.9839	10.4908	127	88	17.3865	7.0766	45	10	11.0368	1.9401	14	3	21.8098	19.4183	132	8	116.6442	20.7474	149	35	115.6503	6.8119	127	89	0.3263
WI_Scan1.qptiff - resolution #1	04609f81-deb9-4718-bde3-1223d9360240	Cell			Annotation	Polygon	1093.1	5280.5	19	16.9481	0.8312	6.7346	3.5	0.8404	52.8875	4231	9.7396	79	34	45	7.35	588	1.7938	12	5	7	17.9	1432	8.0577	55	9	46	73.625	5890	17.8881	113	43	70	103.1375	8251	5.8887	116	93	23	72.75	35.2961	0.7338	13.7667	6.9334	0.885	22.9831	19.3773	79	6	8.6475	2.4211	15	4	12.3966	6.823	55	6	92.6305	26.11	153	43	109.0746	8.321	128	93	11.8558	4.7036	34	6	9.1302	2.4498	15	4	10.3488	4.9449	51	6	99.7023	25.1631	153	49	111.2837	8.0151	128	95	0.2508
WI_Scan1.qptiff - resolution #1	b5a147d7-5d8d-47a7-8082-8e103976c200	Cell			Annotation	Polygon	1057.4	5280.7	21.5	18.8693	0.7588	6.9552	4.5657	0.766	78.1778	7036	12.9966	121	57	64	5.7	513	0.8407	8	4	4	47.3222	4259	29.2336	136	19	117	42.4222	3818	6.4599	60	33	27	91.7333	8256	2.5298	98	87	11	45.5	27.4676	0.7578	10.3493	7.0796	0.7034	65.1793	18.12	121	20	5.8696	1.0425	9	4	38.2228	24.911	136	11	47.8587	10.7983	84	33	93.2663	3.7197	106	87	52.734	12.8207	74	20	6.0319	1.1864	9	4	29.5106	15.6972	100	11	53.0638	11.5552	84	36	94.734	4.0803	106	87	0.4714
WI_Scan1.qptiff - resolution #1	2e5c5d30-a07d-4b5a-ba16-981eef06b977	Cell			Annotation	Polygon	1065.8	5281.3	17.75	15.5049	0.9278	5.261	4.3709	0.4582	76.5467	5741	24.0238	127	43	84	4.5867	344	0.7184	7	3	4	19.8667	1490	5.4359	37	11	26	40.7067	3053	5.0451	51	32	19	91.64	6873	1.9217	96	87	9	70.25	31.7603	0.8752	11.1594	8.8533	0.5861	36.3415	30.6795	127	7	5.6162	1.1421	13	3	28.3486	29.6942	183	9	52.8908	11.0136	84	32	95.4648	3.703	108	87	21.9139	16.8307	76	7	5.9856	1.0353	13	4	31.3923	33.9694	183	9	57.2632	9.1238	84	42	96.8373	3.1899	108	89	0.2478
WI_Scan1.qptiff - resolution #1	890ba89c-e059-475b-aa4a-9ef49e0eb847	Cell			Annotation	Polygon	1005.3	5282.3	17.5	15.5964	0.9041	5.5067	4.3294	0.6751	47.7703	3535	8.9604	68	23	45	4.9595	367	1.1871	9	3	6	33.4189	2473	15.9949	104	15	89	44.1757	3269	11.4872	77	32	45	87.7027	6490	3.7589	98	81	17	64.75	31.6572	0.8119	11.6202	7.3658	0.7002	33.1856	21.0082	88	6	5.5644	1.6371	9	2	25.4621	16.8215	104	6	50.3295	15.8162	81	23	89.6023	5.1904	101	77	27.5053	21.6198	88	6	5.8	1.7281	9	2	22.3632	16.1399	102	6	52.7263	16.6291	81	23	90.3421	5.4834	101	77	0.2599
WI_Scan1.qptiff - resolution #1	f396108b-a09a-4611-8b48-8b4b7bbdd22d	Cell			Annotation	Polygon	1051.1	5282.9	25.5	19.4176	0.8499	6.9617	4.8851	0.6937	68.1584	6884	12.2986	98	47	51	4.4455	449	0.9947	8	3	5	29.6238	2992	13.8216	76	13	63	36.3861	3675	5.7061	51	28	23	88.901	8979	2.5	95	85	10	65.75	31.1809	0.8498	11.2901	7.4905	0.756	46.1194	23.0595	98	10	4.7052	1.0524	9	3	24.8694	15.982	96	6	40.3806	7.5974	61	28	90.153	2.8982	97	85	32.7904	17.0261	74	10	4.8623	1.0581	9	3	21.994	16.5433	96	6	42.7964	7.5924	61	30	90.9102	2.8661	97	85	0.369
WI_Scan1.qptiff - resolution #1	dfb744ff-4335-4789-acd0-4924bfd020ee	Cell			Annotation	Polygon	1013	5283.4	29.5	19.7148	0.9538	6.458	6	0.2743	55.2787	6744	10.9123	79	30	49	4.918	600	2.327	20	3	17	23.1639	2826	15.1823	87	9	78	34.3279	4188	7.4284	58	24	34	84.8033	10346	2.3519	93	80	13	94.25	38.3444	0.8055	14.6918	8.494	0.8007	30.5831	20.1916	79	6	5.0712	2.1499	20	2	15.5409	11.4025	87	5	40.8681	13.028	70	16	87.1425	4.8617	98	76	18.8599	10.8212	56	6	5.144	2.0612	18	2	11.9222	6.4953	44	5	43.9728	13.9453	70	16	88.2529	5.3329	98	76	0.313
WI_Scan1.qptiff - resolution #1	202c1514-e401-42e5-bb87-47e65a636344	Cell			Annotation	Polygon	1022.8	5284.2	41.25	24.1616	0.8879	8.7429	6.0546	0.6963	45.5529	7744	8.0037	65	26	39	4.3176	734	1.5818	13	2	11	15.8824	2700	6.0753	43	9	34	31.3588	5331	8.2509	54	20	34	84.8471	14424	3.1828	94	80	14	142.5	46.3265	0.8344	17.0277	12.5324	0.6963	23.4031	16.5577	65	5	4.8307	1.6728	16	2	10.7225	5.1316	43	5	38.452	11.1335	72	20	86.8918	4.0485	99	80	14.0596	8.2565	41	5	5.0471	1.6648	16	3	8.5459	2.4382	21	5	41.4442	10.8398	72	23	87.7543	4.068	99	80	0.2851
WI_Scan1.qptiff - resolution #1	a11b34f8-d4f5-44db-8c64-33ccc94f394e	Cell			Annotation	Polygon	992.76	5286.3	33	21.096	0.9318	7.737	5.1167	0.7512	56.5896	7583	11.4932	89	31	58	5.9104	792	1.7958	12	3	9	19.8284	2657	6.479	44	10	34	53.4104	7157	15.6307	95	34	61	88.7239	11889	5.2032	104	82	22	90.25	37.9893	0.7858	14.1812	8.9732	0.8008	30.1264	22.133	89	4	7.2885	2.6152	17	2	17.3049	10.0819	75	5	67.3791	23.1926	114	18	93.2885	7.7961	110	75	14.7087	7.1605	41	4	8.0913	2.6851	17	2	15.8348	11.4388	75	5	75.5174	23.0228	114	18	95.9478	7.831	110	75	0.358
WI_Scan1.qptiff - resolution #1	0a32adaa-bece-4edd-ad1d-8f716a551229	Cell			Annotation	Polygon	1074.4	5285.2	23	19.8114	0.7364	7.6331	4.7672	0.7634	65.5426	6161	14.1776	92	33	59	5.1915	488	0.9535	8	4	4	77.3617	7272	51.1662	255	31	224	44.8404	4215	6.2978	63	36	27	94.1277	8848	2.9847	102	88	14	70.75	33.3001	0.8018	12.7734	8.5076	0.7532	38.9826	24.4347	92	8	6.2439	1.8949	14	4	56.6098	44.7137	255	13	55.5157	17.022	115	34	96.9582	5.2088	116	88	26.0466	16.6859	72	8	6.7565	2.0253	14	4	46.5026	37.3703	255	13	60.715	18.15	115	34	98.3368	5.5015	116	88	0.3174
WI_Scan1.qptiff - resolution #1	d6994548-586b-425d-9dd1-921e23a1daa2	Cell			Annotation	Polygon	1043.9	5285.2	30	21.0297	0.8524	7.4361	5.4983	0.6491	58.4215	7069	8.0226	79	42	37	6.1983	750	2.4786	22	3	19	39.3719	4764	18.0869	118	15	103	40.9422	4954	5.9893	57	31	26	89.5372	10834	2.3418	95	84	11	92	37.6139	0.8171	13.3777	9.0191	0.7096	39.0973	17.1924	79	10	5.2676	2.2089	22	3	29.5324	16.9907	118	8	39.6297	9.0922	64	24	88.8676	3.242	99	82	29.7068	11.7438	59	10	4.8153	1.9129	22	3	24.751	14.1792	73	8	38.992	10.2174	64	24	88.5422	3.5582	99	82	0.3191
WI_Scan1.qptiff - resolution #1	9ae771b0-bfae-4ba3-a269-9dca90819886	Cell			Annotation	Polygon	1082.4	5289.6	42.5	28.4216	0.6612	10.4757	5.7734	0.8602	68.5291	11787	11.3578	95	38	57	4.907	844	1.6231	12	3	9	55.5174	9549	40.5785	173	11	162	35.4244	6093	6.0601	55	26	29	90.3314	15537	2.5616	99	84	15	115.5	43.796	0.7567	17.161	10.5097	0.7983	38.2484	25.9715	95	5	6.0977	2.6902	15	3	47.8811	46.3817	232	5	53.3524	28.9339	157	26	95.6943	8.9121	129	84	20.8294	12.4959	67	5	6.7826	2.9349	15	3	43.4883	48.9392	232	5	63.6656	31.7344	157	30	98.7793	9.7649	129	87	0.3573
WI_Scan1.qptiff - resolution #1	e13117ad-7402-4a30-bf29-29e4dacffd00	Cell			Annotation	Polygon	1095.6	5289.9	30.75	19.8773	0.978	6.928	5.5301	0.5998	52.0794	6562	12.0164	85	28	57	8.9524	1128	2.1236	14	5	9	59.1349	7451	33.1671	188	20	168	90.5794	11413	22.8821	134	56	78	108.3492	13652	7.8336	124	92	32	163.5	46.9272	0.933	16.2746	13.5249	0.5277	19.9451	16.9819	85	5	9.9512	2.7768	16	4	26.657	24.7435	188	6	104.3506	30.3733	159	38	112.6113	10.0382	132	89	12.3057	4.3047	32	5	10.1887	2.8614	16	4	18.9358	13.6807	108	6	107.6245	31.0265	159	38	113.6245	10.2426	132	89	0.1831
WI_Scan1.qptiff - resolution #1	a6a0be08-992e-46c0-a7d7-0cec21c89691	Cell			Annotation	Polygon	1035.5	5288.1	35	21.5102	0.9506	7.3019	6.1858	0.4955	58.3169	8281	8.9032	80	39	41	3.662	520	0.6933	6	2	4	15.7887	2242	5.5196	32	8	24	30.662	4354	4.3351	45	23	22	84.8592	12050	1.8702	91	80	11	92.75	37.6815	0.8209	13.2923	8.4422	0.7773	35.9973	20.8618	80	6	3.9176	1.0664	7	2	13.4362	6.982	52	5	33.266	6.7119	55	23	85.7713	2.5811	95	80	22.453	12.8314	63	6	4.0726	1.2147	7	2	12.0085	7.3892	52	5	34.8462	7.3818	55	23	86.3248	2.7912	95	81	0.3653
WI_Scan1.qptiff - resolution #1	eaa1eea4-f011-419a-90b6-5a4a4b68c3ba	Cell			Annotation	Polygon	1058.8	5289.9	40.75	26.7657	0.7148	10.3113	5.3723	0.8651	83.0988	13462	18.6425	130	45	85	6.8704	1113	3.9862	38	4	34	51.4074	8328	23.0189	172	18	154	36.9815	5991	3.9821	47	28	19	89.6049	14516	2.0166	96	85	11	104	39.823	0.8241	15.6151	9.6158	0.7919	49.5442	31.1962	130	7	8.0931	6.8297	67	4	55.5203	33.3357	219	12	42.7088	6.1858	61	28	91.4821	2.6032	100	85	28.393	14.4524	68	7	8.8638	8.039	67	4	58.1128	38.2597	219	12	46.3191	4.3201	61	37	92.6654	2.2073	100	87	0.3756
WI_Scan1.qptiff - resolution #1	9d77b9ab-0db7-46c0-96bf-1f82e5ac2e29	Cell			Annotation	Polygon	1069.8	5292.5	35	24.0807	0.7585	9.173	5.8316	0.7514	78.3542	11283	18.0064	129	44	85	7.4861	1078	4.3996	40	4	36	88.1181	12689	62.6359	255	25	230	42.7153	6151	8.3278	65	31	34	92.6944	13348	3.9299	105	87	18	94.75	39.8585	0.7495	15.2687	9.4428	0.7711	48.0287	29.5322	129	7	6.658	3.5219	40	3	84.1906	57.5937	255	17	43.3055	7.5781	65	28	92.6501	3.354	105	86	29.7573	17.702	87	7	6.159	2.7592	24	3	81.8243	54.3303	255	17	43.6611	7.0828	64	28	92.6234	2.962	100	86	0.3602
WI_Scan1.qptiff - resolution #1	1d62c614-458b-4544-8ea7-37d9650e25e8	Cell			Annotation	Polygon	988.51	5292.4	23	18.8716	0.8116	7.5047	4	0.827	50.8947	4835	7.0733	72	39	33	5.7474	546	1.6946	12	4	8	19.3053	1834	6.4792	48	12	36	51.3368	4877	12.6058	90	36	54	87.2	8284	3.9696	99	80	19	48.75	30.825	0.6447	12.7535	6.3231	0.8397	35.3299	16.9978	72	7	7.665	2.3753	12	4	22.3503	11.9058	82	11	70.9543	22.4627	106	36	93.7005	7.4077	108	80	20.8333	8.6036	44	7	9.451	1.2636	12	5	25.1863	14.8042	82	11	89.2255	11.4959	106	52	99.7549	3.8805	108	90	0.463
WI_Scan1.qptiff - resolution #1	dd6f9a15-8be0-4650-affd-93ba06e4abf8	Cell			Annotation	Polygon	1001.9	5290.9	21.25	18.9054	0.7471	7.5275	4.0249	0.8539	51.5222	4637	9.998	81	33	48	5.2778	475	1.0916	12	4	8	27.7556	2498	10.9619	61	10	51	43.6222	3926	7.7671	63	33	30	86.3556	7772	2.8534	93	81	12	68	32.7143	0.7984	12.7993	8.5334	0.7062	32.0397	16.8132	81	9	5.5271	1.7248	13	2	22.9386	11.8993	65	7	45.8195	14.9377	80	21	87.2347	4.795	99	79	22.6631	9.9789	54	9	5.6471	1.9492	13	2	20.6203	11.661	65	7	46.877	17.2851	80	21	87.6578	5.4468	99	79	0.3061
WI_Scan1.qptiff - resolution #1	64e4ea35-2e49-43a4-a62c-3789d9d2e440	Cell			Annotation	Polygon	1029.6	5292.2	15.75	16.0489	0.7684	5.6677	4.093	0.7026	50.4853	3433	8.7562	72	29	43	4.0147	273	0.6577	6	3	3	52.4412	3566	35.9736	159	15	144	31.9265	2171	3.975	43	25	18	85.75	5831	2.5764	93	81	12	47.75	27.8146	0.7756	10.5707	6.46	0.8052	32.9541	16.9016	72	7	4.7908	1.0776	8	3	52.1429	38.9898	163	10	36.4694	5.3132	48	25	87.0306	2.5639	93	81	23.6406	12.0907	53	7	5.2031	1.0299	8	3	51.9844	40.6372	163	10	38.8828	4.2531	48	31	87.7109	2.2905	93	83	0.3233
WI_Scan1.qptiff - resolution #1	260671ee-5418-46fc-98a2-476176075da8	Cell			Annotation	Polygon	1023.5	5292.8	13	13.6388	0.8782	4.6812	3.8636	0.5936	46.4464	2601	7.0399	66	37	29	5.3929	302	1.1067	9	4	5	44.8571	2512	31.1947	134	14	120	39.3571	2204	2.7662	46	31	15	87.1429	4880	1.9205	92	83	9	34.75	23.829	0.7691	8.0336	6.6261	0.4691	35.2138	13.2666	66	10	5.3655	1.1656	9	3	35.1724	24.8834	134	9	39.7862	3.5924	50	30	87.3724	2.0512	94	82	28.1461	11.2346	57	10	5.3483	1.207	9	3	29.0787	17.5436	95	9	40.0562	4.018	50	30	87.5169	2.1273	94	82	0.3774
WI_Scan1.qptiff - resolution #1	655e7856-2c73-4752-82cd-b27fd3500046	Cell		14 EGM	Annotation	Polygon	1042.6	5294.5	19.5	18.1238	0.746	7.4512	3.4629	0.8849	79.5663	6604	15.7768	114	41	73	9.4699	786	9.7597	58	4	54	48.4458	4021	26.8225	173	19	154	35.6747	2961	4.2286	48	29	19	87.3253	7248	2.253	92	83	9	53.25	27.9272	0.858	10.572	7.0711	0.7405	44.7674	30.4642	114	9	9.4698	12.4798	137	4	56.8605	36.2638	223	19	41.0605	6.4134	62	29	89.0279	2.7239	95	83	22.8864	10.5162	52	9	9.4697	13.9571	137	4	62.1515	40.3096	223	19	44.447	5.1055	62	35	90.0985	2.4397	95	85	0.3632
WI_Scan1.qptiff - resolution #1	eb8d52d0-5bde-4749-b6d6-0793348c4cd7	Cell			Annotation	Polygon	1015.4	5295.9	52.25	32.3307	0.6282	12.272	5.9706	0.9009	64.7056	13847	13.8035	101	34	67	4.757	1018	1.1035	13	3	10	24.4907	5241	10.7252	84	10	74	32.9299	7047	4.874	47	21	26	84.3224	18045	2.2168	91	79	12	126.25	44.0023	0.8194	17.4561	10.2599	0.7823	42.5323	22.755	101	8	4.7984	1.9595	20	1	22.1252	12.7298	84	5	32.8904	9.2166	54	16	84.2231	3.6176	93	76	26.5556	11.9774	58	8	4.8283	2.3953	20	1	20.4209	13.7647	82	5	32.862	11.3693	54	16	84.1515	4.359	93	76	0.4172
WI_Scan1.qptiff - resolution #1	a58dfd9c-0510-4a50-b6f0-d073d2159dff	Cell			Annotation	Polygon	1053.6	5297	45.75	34.5151	0.4826	13.6154	5.5358	0.9467	67.9735	12847	12.8752	103	39	64	5.746	1086	1.7951	12	3	9	143.836	27185	62.0563	255	43	212	41.0794	7764	6.3337	69	32	37	91.6825	17328	3.7735	106	86	20	102.75	48.8628	0.5408	17.2142	9.5488	0.8709	48.4856	22.5958	103	8	6.25	2.2687	20	3	120.7067	67.5385	255	19	43.5625	6.2333	70	32	92.1923	3.2975	107	86	32.2599	14.7516	64	8	6.6696	2.5262	20	4	101.4493	65.9755	255	19	45.63	5.341	70	34	92.6167	2.7792	107	87	0.4458
WI_Scan1.qptiff - resolution #1	4b4d6aee-dded-461c-81b6-155300b354e4	Cell			Annotation	Polygon	992.91	5300.8	70.75	38.3467	0.6046	13.5983	8.5564	0.7569	73.5401	21106	12.4492	108	37	71	4.1429	1189	1.0363	9	2	7	22.007	6316	11.5092	78	9	69	32.7631	9403	5.255	50	23	27	82.1219	23569	2.2661	89	77	12	150.5	50.2799	0.7481	19.0517	11.7867	0.7775	51.3097	25.716	108	7	5.3954	2.2194	23	2	20.8138	11.7232	91	8	40.2273	10.1239	90	23	84.4003	3.5343	101	77	31.3719	16.5517	71	7	6.5188	2.3911	23	3	19.7437	11.8275	91	8	46.9219	8.6523	90	32	86.4437	3.2041	101	79	0.4668
WI_Scan1.qptiff - resolution #1	73e38910-94e6-414a-9c20-ae58bfec6892	Cell			Annotation	Polygon	1004.5	5299.4	45.75	29.1623	0.676	10.8971	6.2291	0.8525	69.1828	12868	10.6973	97	45	52	4.828	898	2.1008	23	3	20	24.4624	4550	10.1917	84	11	73	31.9785	5948	3.4982	48	25	23	82.672	15377	1.7132	89	78	11	92	38.1532	0.7942	14.5962	8.9541	0.7307	55.5699	18.118	97	17	5.8495	4.3024	49	2	27.1317	13.5873	89	10	34.5054	5.7918	52	23	83.7097	2.3998	91	78	41.957	13.0859	73	17	6.871	5.5327	49	2	29.8011	15.8755	89	10	37.0323	6.4957	52	23	84.7473	2.5396	91	78	0.4939
WI_Scan1.qptiff - resolution #1	ea8e7734-ad6d-49f6-b36b-31050494bcc5	Cell			Annotation	Polygon	1084.3	5298.5	25.75	19.4437	0.8559	7.0297	4.7069	0.7647	47.5333	4991	15.5607	89	28	61	10.1238	1063	2.2774	22	8	14	34.6571	3639	23.2907	156	17	139	99.4762	10445	11.4254	133	81	52	109.6286	11511	4.0603	121	102	19	107	40.774	0.8088	15.3681	9.1471	0.8233	23.0812	17.1459	89	6	10.6241	2.61	22	3	25.8399	17.6543	156	8	108.7448	26.7474	161	32	113.1067	9.0357	132	86	15.2055	7.4893	46	6	10.7853	2.6919	16	3	23	14.3379	109	8	111.7301	29.4634	161	32	114.227	9.8782	132	86	0.2364
WI_Scan1.qptiff - resolution #1	04e658e3-c02f-4bb2-b01c-5c56597b7ab1	Cell		14 EGM	Annotation	Polygon	1034	5299.7	31.75	22.1925	0.8101	8.2186	5.3284	0.7071	93.8846	12205	17.7671	146	47	99	7.9077	1028	9.2338	76	3	73	27.4923	3574	15.172	109	12	97	31.6077	4109	3.2648	39	26	13	85.5615	11123	2.1314	91	81	10	65.5	30.5588	0.8814	10.7124	8.7796	0.5603	66.7481	31.7864	146	16	8.8609	11.0272	83	3	27.9323	15.8427	109	10	34.812	4.3283	46	26	86.6128	2.1676	92	81	40.8088	17.1682	80	16	9.7721	12.4704	83	4	28.3529	16.5034	109	10	37.875	2.6928	46	32	87.6176	1.6736	92	84	0.4818
WI_Scan1.qptiff - resolution #1	00de1180-331a-4ad1-aa0d-e742b743318f	Cell			Annotation	Polygon	1068.5	5301.5	50.25	31.9832	0.6173	13.5253	5.5826	0.9194	73.0882	14910	14.8597	98	31	67	4.4559	909	1.1022	9	3	6	87.4412	17838	62.2722	255	15	240	34.2941	6996	6.3558	60	26	34	89.098	18176	3.4556	103	82	21	128.5	45.742	0.7718	17.4113	9.483	0.8607	42.5319	28.5545	98	5	4.4217	1.2699	14	2	59.3559	54.3008	255	7	36.1954	6.438	61	25	89.2689	3.1987	103	82	22.6166	14.0153	62	5	4.3994	1.3694	14	2	41.0511	38.7498	226	7	37.4345	6.1937	61	25	89.3802	3.0201	100	82	0.3866
WI_Scan1.qptiff - resolution #1	bfb1ea29-49a4-4d85-8933-25f119455ee5	Cell		14 EGM	Annotation	Polygon	1025.3	5303.4	29.75	24.766	0.6095	10.0327	4.5863	0.9058	69.5328	8483	17.9518	132	35	97	9.2787	1132	7.4037	67	4	63	42.1148	5138	29.2539	125	10	115	38.0574	4643	3.3086	49	32	17	87.1066	10627	2.2187	93	82	11	100	38.1173	0.8649	12.991	11.247	0.1468	36.4229	27.0954	132	4	8.403	5.6548	67	2	38.4328	43.1278	254	5	40.2065	5.8459	62	20	87.5871	2.8194	101	79	21.9964	15.0727	70	4	8.0214	4.6589	34	2	36.8286	47.8924	254	5	41.1429	6.4398	62	20	87.7964	3.024	101	79	0.2914
WI_Scan1.qptiff - resolution #1	76ed5f64-ed63-4516-926f-8be898742313	Cell			Annotation	Polygon	1051.3	5303.5	38	25.5709	0.7303	8.0708	7.149	0.5785	62.4774	9684	14.366	98	33	65	5.6516	876	1.6616	15	4	11	57.4968	8912	58.6382	255	10	245	38.7613	6008	3.7522	55	33	22	88.9806	13792	2.8157	101	84	17	84.75	36.4864	0.8	12.9883	8.8659	0.7596	41.5718	24.3454	98	8	6.0792	2.1767	23	4	55.3284	59.507	255	9	42.9707	7.4395	107	33	90.1114	3.4615	115	84	24.1505	15.6899	70	8	6.4355	2.4755	23	4	53.5215	60.3196	255	9	46.4785	7.9234	107	37	91.0538	3.6683	115	87	0.444
WI_Scan1.qptiff - resolution #1	b03fa8b3-40cb-4c69-9a68-076843c203b3	Cell			Annotation	Polygon	1041.5	5303.3	22.75	17.2965	0.9556	5.6822	5.1895	0.3916	94.1277	8848	18.2122	132	46	86	11.1915	1052	10.8214	77	5	72	84.734	7965	43.554	252	26	226	37.7447	3548	3.1587	47	32	15	87.8191	8255	2.0685	95	84	11	65.5	30.769	0.8694	10.542	8.9059	0.523	48.883	37.3877	132	8	8.8755	7.2066	77	4	60.1094	39.8918	252	14	42.1509	5.3576	55	32	88.8226	2.3295	95	84	24.0117	15.3355	69	8	7.6023	3.4632	26	4	46.5731	30.2314	218	14	44.5731	4.7415	55	34	89.3743	2.2856	95	84	0.3409
WI_Scan1.qptiff - resolution #1	77c0d763-9313-4c84-98f9-4eecd5480e44	Cell		14 EGM	Annotation	Polygon	1014.5	5310.3	124.5	51.3205	0.594	16.2606	12.2639	0.5458	72.4128	36134	15.8452	127	38	89	10.0842	5032	7.9059	79	3	76	58.3788	29131	41.4226	254	11	243	32.0581	15997	5.7546	46	17	29	83.6854	41759	2.9547	93	76	17	231	62.2755	0.7485	20.7761	16.4824	0.5055	51.3129	27.4069	127	4	8.5742	7.538	79	1	47.0548	41.2515	255	4	32.3172	8.7148	62	13	83.6462	3.744	102	75	26.884	14.7388	91	4	6.826	6.6832	68	1	33.9443	36.9887	255	4	32.6172	11.2055	62	13	83.6009	4.4912	102	75	0.531
WI_Scan1.qptiff - resolution #1	6e74f529-bb25-4d25-a490-667eda7b1b78	Cell			Annotation	Polygon	1082.1	5305.8	20.5	17.3264	0.8581	6.3058	4.6849	0.6434	42.6429	3582	9.3996	80	27	53	11.3929	957	2.5366	31	8	23	31.3095	2630	32.5513	202	10	192	108.5595	9119	9.5669	133	90	43	112.2976	9433	3.4772	123	106	17	73	35.2156	0.7397	14.0983	8.0708	0.841	21.6801	15.4012	80	5	9.6397	3.4162	31	3	20.5589	20.5054	202	6	93.8519	31.8941	144	26	106.862	10.5224	123	84	13.4131	7.3355	36	5	8.9484	3.4753	17	3	16.3192	10.4105	67	6	88.0516	35.5661	144	26	104.7183	11.5557	122	84	0.2703
WI_Scan1.qptiff - resolution #1	25100e44-f827-4036-8e92-ae040f761944	Cell			Annotation	Polygon	1004.4	5308.1	16.75	14.8958	0.9486	5.3157	4.0987	0.6458	71.7101	4948	8.4193	92	56	36	6.1014	421	1.808	13	4	9	53.8841	3718	47.2371	243	20	223	33.0435	2280	4.2476	49	27	22	82.2319	5674	2.1154	89	78	11	36	22.0021	0.9345	7.5163	6.2883	0.4831	54.2041	20.1521	92	19	7.3197	3.4183	33	4	64.4354	62.9638	255	20	37.8776	6.9597	61	27	84.517	3.8648	100	78	38.7179	13.7792	83	19	8.3974	4.0942	33	5	73.7692	73.2014	255	20	42.1538	6.0368	61	30	86.5385	3.9434	100	81	0.4442
