Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio
WI_Scan1.qptiff - resolution #1	ed9c58c8-d9b1-460a-b777-c236f4f348cc	Cell			Annotation	Polygon	1608.6	2626.8	51.25	30.5861	0.6884	10.9853	7.2562	0.8017	67.8186	13835	17.1634	121	33	88	4.6961	958	1.5137	15	2	13	53.7353	10962	46.9007	219	9	210	29.9118	6102	4.8871	48	22	26	86.4314	17632	2.818	96	82	14	113.25	45.3135	0.6931	17.07	10.3723	0.8063	42.8465	27.4188	121	4	4.4934	1.4281	15	2	41.9408	44.3673	229	6	32.0417	8.4015	73	22	86.7149	3.8451	103	81	22.631	14.4024	61	4	4.3294	1.3355	10	2	32.3929	39.8084	229	6	33.7659	10.0978	73	22	86.9444	4.5011	103	81	0.451
WI_Scan1.qptiff - resolution #1	44a1141b-a5bd-4fcc-85a8-ef43def573d2	Cell			Annotation	Polygon	1540.6	2627.4	25	19.1176	0.8596	7.3285	4.4783	0.7917	60.0849	6369	14.5851	98	36	62	3.8208	405	0.9836	7	2	5	16.434	1742	8.6046	55	7	48	35.8868	3804	10.2207	74	24	50	85.066	9017	3.4922	96	80	16	120.25	41.123	0.8936	14.2266	11	0.3529	27.1491	20.1649	98	6	10.3064	10.5815	128	2	14.6998	7.9586	69	7	67.9938	28.289	128	24	94.7516	8.6763	113	80	17.8886	8.37	44	6	12.13	11.3168	128	4	14.2122	7.7093	69	7	77.0212	24.9875	128	31	97.4748	7.695	113	83	0.2099
WI_Scan1.qptiff - resolution #1	0ca315a1-2018-498d-8780-05a60ab80ba3	Cell		1 EGM	Annotation	Polygon	1553.3	2627.5	31.75	20.8303	0.9195	7.5464	5.3104	0.71	49.2031	6298	8.8863	77	29	48	26.1953	3353	25.6224	171	6	165	20.5859	2635	10.7451	53	9	44	38.7344	4958	8.6457	63	27	36	87	11136	3.043	96	81	15	101.75	37.6108	0.9039	12.5642	11.3078	0.2397	27.4512	17.8429	77	3	17.3659	18.3436	171	3	20.2976	16.2574	91	4	45.7634	15.1328	82	15	88.5537	4.8005	101	77	17.578	10.6935	46	3	13.3582	11.892	94	3	20.1667	18.2335	91	4	48.9539	16.3344	82	15	89.2589	5.2686	101	77	0.307
WI_Scan1.qptiff - resolution #1	6a5fbe18-1899-4c08-b042-cfc96f089eb8	Cell		1 EGM	Annotation	Polygon	1617.9	2627.5	31.75	21.5921	0.8558	7.6056	5.1896	0.757	46.3175	5836	10.9578	76	24	52	14.2857	1800	10.5995	53	5	48	16.7778	2114	7.7283	44	9	35	42.5	5355	8.3299	68	30	38	90.2619	11373	3.1678	101	85	16	97.25	37.7542	0.8574	13.558	10.3053	0.5904	23.3274	18.5627	76	3	13.4169	13.6927	96	2	12.0767	7.272	44	4	39.6343	16.097	81	14	88.8338	5.8683	104	77	12.3962	8.9429	64	3	13.0038	14.9414	96	2	9.8415	5.8547	34	4	38.2717	18.5512	81	14	88.1547	6.6846	104	77	0.3091
WI_Scan1.qptiff - resolution #1	66a18917-d1ab-42ff-9811-4ff3e99a3d45	Cell			Annotation	Polygon	1580.6	2626.6	32.75	21.6119	0.8811	7.8342	5.6933	0.6767	56.0365	7677	18.1036	118	22	96	10.2628	1406	3.0709	30	7	23	54.9781	7532	29.8278	164	18	146	86.5693	11860	14.8075	131	63	68	102.7445	14076	5.8925	125	93	32	128.75	43.2449	0.8651	15.1785	12.1482	0.5864	26.3404	20.8859	118	5	9.7365	4.31	48	2	43.6442	38.1092	203	6	86.7788	27.4823	145	23	102.2269	8.9771	125	79	15.718	6.8253	41	5	9.5483	4.6632	48	2	39.5901	39.9232	203	6	86.8538	30.7906	145	23	102.0418	9.8488	125	79	0.2581
WI_Scan1.qptiff - resolution #1	7fd5300f-7df9-4aec-9cc1-7ffd1640a00f	Cell			Annotation	Polygon	1591.3	2626.1	32	20.6249	0.9453	7.6127	5.0973	0.7285	68.9845	8899	12.7064	98	40	58	6.7132	866	1.9211	13	4	9	13.8372	1785	4.1208	35	9	26	58.7132	7574	18.6154	102	35	67	93.4031	12049	6.0911	109	84	25	124.75	41.5329	0.9088	14.6874	11.7233	0.6104	29.6215	25.4343	98	4	7.5	2.7777	15	2	12.7809	5.6069	56	5	69.3884	26.8096	123	22	96.5518	8.4087	114	80	16.008	9.6201	47	4	7.7721	2.9719	15	2	12.4155	5.9979	56	5	73.0804	28.206	123	22	97.6407	8.8223	114	80	0.2459
WI_Scan1.qptiff - resolution #1	4945552d-2e1e-46ed-a858-7ca335fa0f4e	Cell			Annotation	Polygon	1630.6	2630.3	22	17.0017	0.9564	5.9003	4.8161	0.5304	41	3772	7.7375	62	24	38	18.7826	1728	10.7569	61	6	55	20.9239	1925	11.235	74	9	65	36.7283	3379	15.7795	67	17	50	87.7391	8072	5.1715	100	80	20	96.75	39.8756	0.7646	14.8656	8.2102	0.8524	16.9079	15.0417	62	3	13.7084	12.4327	100	1	12.4885	9.078	74	4	40.179	21.219	78	13	88.7391	7.5711	107	77	9.495	6.5949	38	3	12.1472	12.5125	100	1	9.893	6.3702	54	4	41.2408	22.5478	78	13	89.0468	8.1515	107	77	0.2231
WI_Scan1.qptiff - resolution #1	e8900fd8-e743-4cff-aab0-24af06cf428f	Cell			Annotation	Polygon	1599.2	2634.1	33.75	21.1591	0.9473	7.6048	5.6569	0.6727	60.2044	8248	10.3071	82	34	48	6.6277	908	1.6804	12	4	8	22.7226	3113	12.0323	64	9	55	55.2774	7573	20.0656	106	29	77	93.5547	12817	6.7475	109	84	25	90.5	37.5731	0.8056	14.255	9.5332	0.6604	32.5205	23.3185	82	7	8.5288	2.3956	17	4	19.937	11.4941	82	9	77.211	26.2697	125	29	100.0329	8.0092	114	84	15.886	8.2342	54	7	9.6711	2.0048	17	5	18.2632	10.845	82	9	90.3904	20.0139	125	46	103.9254	5.9193	114	90	0.3628
WI_Scan1.qptiff - resolution #1	95aca759-96b6-4944-becd-abb60f59de21	Cell		1 EGM	Annotation	Polygon	1566.1	2637.9	33.5	23.8402	0.7407	8.4319	5.5124	0.7305	44.9549	5979	10.3944	85	33	52	11.6015	1543	10.0325	77	4	73	31.8421	4235	18.4723	117	11	106	51.7293	6880	7.1405	75	39	36	92.1353	12254	2.6394	101	87	14	85.25	38.6411	0.7175	14.5488	9.7411	0.7925	30.8663	15.0774	85	8	14.1802	14.6119	142	4	26.561	15.5577	117	8	62.218	11.9831	90	39	95.2674	3.9455	105	87	21.9858	9.9218	48	8	15.8057	16.6912	142	6	23.2322	12.3311	87	8	68.8294	9.4284	90	48	97.2417	3.3042	105	88	0.3757
WI_Scan1.qptiff - resolution #1	fac37bf0-bc95-43c4-b3d0-700413ce8f57	Cell			Annotation	Polygon	1575.5	2636.9	32.5	23.6914	0.7276	8.796	5.3368	0.774	53.6642	7191	12.8015	87	27	60	7.6119	1020	0.9956	12	6	6	23.6567	3170	8.6686	55	10	45	67.791	9084	7.0701	82	54	28	96.7388	12963	2.2409	102	92	10	87.25	39.0581	0.7187	16.2113	8.6424	0.8481	31.0623	20.908	87	7	7.5042	1.4521	16	5	18.5977	9.5377	66	7	68.3598	8.7187	96	50	96.6346	2.7479	106	90	17.2329	9.9865	48	7	7.4384	1.6699	16	5	15.5023	8.6996	66	7	68.7078	9.5877	96	50	96.5708	3.0195	106	90	0.3662
WI_Scan1.qptiff - resolution #1	f9f1f2b9-c281-4dce-af59-df3c04e8affe	Cell			Annotation	Polygon	1613.1	2637.8	27.5	19.2924	0.9285	7.0009	4.8902	0.7218	62.4414	6931	12.6122	88	38	50	4.5225	502	3.7703	37	2	35	14.2613	1583	7.256	37	7	30	30.9459	3435	10.1048	64	22	42	86.7117	9625	3.8551	98	82	16	67.5	33.9763	0.7348	13.2791	7.4881	0.8682	34.4693	25.2032	88	4	7.3971	8.3202	58	1	13.4477	6.8059	37	4	40.8412	20.4629	101	19	89.6643	7.1753	111	81	15.7651	8.8393	46	4	9.3193	9.851	58	1	12.9036	6.4528	35	4	47.4578	22.8568	101	19	91.6386	8.1502	111	81	0.3904
WI_Scan1.qptiff - resolution #1	87b26500-8f62-4d7f-90aa-4cb34d060cf7	Cell			Annotation	Polygon	1630	2639.3	30.75	20.7713	0.8956	7.2602	5.7218	0.5733	55.5556	7000	13.3803	93	26	67	21	2646	21.063	129	6	123	11.1905	1410	5.487	42	7	35	48.3016	6086	7.8986	71	36	35	93.0317	11722	3.394	103	87	16	118.75	42.6931	0.8187	15.2654	11.8586	0.6054	21.7904	22.3807	93	3	14.7631	20.7431	161	1	9.8407	8.5668	134	4	46.6436	15.7537	94	16	91.9686	5.5995	107	80	9.6695	7.7145	42	3	12.5242	20.1916	161	1	9.3561	9.3897	134	4	46.0484	17.7172	94	16	91.5869	6.1624	107	80	0.2593
WI_Scan1.qptiff - resolution #1	a5f1e5cf-3583-4c65-a1a5-d7aaef2fee8a	Cell			Annotation	Polygon	1583.6	2638.9	35.25	21.7326	0.9379	7.5779	6.0501	0.5584	48.0833	6924	8.2898	76	29	47	6.9306	998	1.7286	13	4	9	32.7222	4712	25.0623	142	9	133	59.0556	8504	13.5341	90	38	52	94.1875	13563	4.5711	107	86	21	93.5	41.3538	0.6871	15.5602	9.5234	0.8408	26.7218	18.2646	76	7	8.1654	2.6982	31	4	27.6667	22.8012	142	7	73.5092	19.9558	114	38	98.3228	6.3123	112	86	13.7426	6.9213	40	7	8.9156	2.9011	31	4	24.5949	20.7715	117	7	82.2911	18.0366	114	51	100.8354	5.8926	112	89	0.37
WI_Scan1.qptiff - resolution #1	8e2a4d0b-34b4-4f33-9a0b-9ac452fdfde0	Cell			Annotation	Polygon	1549.1	2639.3	36.75	21.8799	0.9647	7.4985	6.2783	0.5012	58.7267	8809	12.5473	87	33	54	14.2733	2141	11.5042	77	5	72	23.8667	3580	11.6962	86	11	75	38.1867	5728	12.0237	71	24	47	87.7933	13169	4.2352	99	80	19	149.75	45.7266	0.9	16.2598	11.7621	0.6704	25.0351	21.6851	87	4	14.0901	13.513	102	2	14.2521	9.2053	86	5	48.1836	20.0145	104	16	89.9716	6.2824	107	77	13.7795	8.2642	45	4	14.029	14.1318	102	2	11.0401	5.1303	39	5	51.5234	21.0234	104	16	90.6993	6.6783	107	77	0.2374
WI_Scan1.qptiff - resolution #1	34e6d0ea-25ff-4253-9bfd-46ad84b2ce8e	Cell			Annotation	Polygon	1605.1	2641.3	36.5	22.3423	0.9189	8.3695	6.1283	0.6434	60.4626	8888	12.3767	94	35	59	4.9592	729	1.3743	9	2	7	17.3537	2551	8.6633	57	8	49	44.6803	6568	13.2412	83	27	56	91.1156	13394	4.8477	104	84	20	109	39.9134	0.8598	14.1116	11.2126	0.6549	35.1007	21.8217	94	7	7.1716	2.2402	13	2	16.8902	11.984	90	7	66.5721	20.155	105	27	98.2494	6.746	112	84	22.2448	12.1652	75	7	8.2931	1.6927	13	5	16.6552	13.3636	90	7	77.669	12.5274	105	45	101.8655	4.2164	112	91	0.3244
WI_Scan1.qptiff - resolution #1	8b8a5097-1675-4bfa-9642-f208505a875b	Cell			Annotation	Polygon	1591.7	2641.8	37.5	21.9284	0.98	7.8346	6	0.6099	38.56	5784	6.9913	60	22	38	7.3933	1109	1.4185	13	5	8	20.2667	3040	11.8919	72	10	62	70.2133	10532	12.5171	101	52	49	99.06	14859	3.8915	108	92	16	133.25	44.8896	0.831	15.7095	11.5739	0.6862	18.8075	13.4905	60	5	8.3888	1.8868	19	5	17.0617	11.4351	81	7	83.3439	17.684	129	52	102.5813	5.0321	117	92	11.1117	4.7259	37	5	8.7766	1.9059	19	5	15.813	11.0178	81	7	88.4597	16.7481	129	54	103.9532	4.7547	117	93	0.2721
WI_Scan1.qptiff - resolution #1	cd0f9987-56e0-43c6-b9bc-fea6ea98c3aa	Cell			Annotation	Polygon	1620.6	2639.1	28	19.2916	0.9454	6.8363	5.373	0.6012	51.4569	5969	12.4156	94	25	69	13.3621	1550	16.8592	137	5	132	15.0862	1750	4.6505	29	9	20	41.5948	4825	6.5845	64	33	31	89.9138	10430	2.0241	96	87	9	77	34.9329	0.7929	12.0198	9.297	0.5699	28.8205	20.1735	94	4	13.8814	17.9274	156	2	12.25	4.6693	29	4	49.266	12.6911	78	19	92.4551	4.3517	102	82	15.4235	8.5407	44	4	14.1888	18.566	156	2	10.5714	3.7947	28	4	53.8061	13.2508	78	19	93.9592	4.6551	102	82	0.3543
WI_Scan1.qptiff - resolution #1	340c9b35-5355-43ac-825d-ee46b94e37bd	Cell		1 EGM	Annotation	Polygon	1557.6	2640.7	23.25	17.7867	0.9235	6.4758	4.6488	0.6739	40.617	3818	7.3982	58	29	29	22.2872	2095	11.4221	79	12	67	25.2128	2370	8.1977	56	15	41	55.6383	5230	7.5304	74	42	32	93.2553	8766	2.6189	100	88	12	64.5	34.1658	0.6944	13.141	7.9347	0.8021	24.9733	14.0705	58	6	22.0649	14.5676	120	6	23.2366	12.1089	84	7	62.3702	10.0819	82	38	95.2214	3.4448	103	85	16.2202	8.0071	39	6	21.9405	16.0924	120	6	22.131	13.7225	84	7	66.1369	9.3539	82	38	96.3214	3.3665	103	85	0.3484
WI_Scan1.qptiff - resolution #1	2816b509-0922-402d-9ada-3e6ef6289dc2	Cell			Annotation	Polygon	1573.1	2644.3	17.5	15.3769	0.9301	5.7134	3.7272	0.7288	43.5541	3223	8.0514	57	25	32	25.5135	1888	35.661	218	5	213	20.973	1552	10.6037	63	10	53	55.9189	4138	6.8881	73	45	28	94.2027	6971	2.8186	101	90	11	59	32.1456	0.7175	13.0017	6.2532	0.8889	23.5375	15.4429	57	7	16.25	22.5131	218	5	17.8083	10.9939	87	8	61.375	8.5897	82	45	95.2292	3.0065	102	90	14.6145	7.5476	46	7	12.1205	10.7646	85	5	16.3976	10.9011	87	8	63.8072	8.1597	82	49	95.6867	2.9825	102	90	0.29
WI_Scan1.qptiff - resolution #1	e4e67b8d-a8b9-45fb-8eb5-a8eff4209b2f	Cell			Annotation	Polygon	1618.6	2649.1	42.5	25.6512	0.8117	8.9599	6.6295	0.6933	48.9429	8565	11.2785	74	29	45	5.4629	956	1.5965	10	3	7	15.8229	2769	5.1403	34	8	26	46.2457	8093	12.9988	80	27	53	91.9714	16095	4.4881	104	84	20	161	48.611	0.8562	17.7371	11.3023	0.7626	24.1066	17.806	74	4	6.6909	2.0931	11	2	11.5425	5.5439	74	4	61.425	21.304	103	18	96.6012	6.9908	110	80	14.8983	8.5852	49	4	7.1462	2.0734	11	2	9.9555	4.8023	74	4	67.053	21.0409	103	18	98.3178	6.9765	110	80	0.2633
WI_Scan1.qptiff - resolution #1	eddb78b0-6085-4816-8c6a-bb93cd4ae939	Cell			Annotation	Polygon	1558.8	2649.9	45.25	24.1817	0.9724	8.1186	7	0.4936	50.8261	9352	8.0499	73	30	43	6.6413	1222	1.5155	12	4	8	17.6957	3256	10.4784	79	9	70	62.5163	11503	14.6858	100	42	58	95.4511	17563	4.3805	107	88	19	120.25	43.3412	0.8044	16.7975	10.226	0.7812	28.6448	19.3215	73	5	8.0246	1.9297	12	4	15.1129	9.1065	85	7	76.8029	21.0469	115	42	99.5216	6.3095	114	88	15.1749	8.9275	55	5	8.8647	1.6513	12	5	13.5446	7.771	85	7	85.4785	19.5526	115	48	101.9934	6.0176	114	89	0.3658
WI_Scan1.qptiff - resolution #1	27d7c922-1f1f-4acb-bf07-7126253ea831	Cell			Annotation	Polygon	1571.1	2650.8	32.75	20.7061	0.9599	7.1342	5.9765	0.5112	51.4091	6786	9.0072	75	28	47	6.1136	807	1.7676	10	3	7	22.0606	2912	11.0859	69	7	62	54.8106	7235	15.4831	100	35	65	93.4394	12334	5.1426	109	86	23	90	37.9768	0.7842	13.5626	9	0.7717	27.937	20.1315	75	5	6.3205	2.2431	12	3	21.2603	14.114	90	7	59.3233	21.0739	115	30	94.5918	6.526	111	84	14.6395	9.9502	51	5	6.4378	2.4682	12	3	20.8069	15.5749	90	7	61.8798	23.3083	115	30	95.2446	7.1206	111	84	0.3528
WI_Scan1.qptiff - resolution #1	d42a6d93-947e-4a7a-ac1c-0947e149979d	Cell			Annotation	Polygon	1989.3	2177.6	22	17.7837	0.8742	6.243	4.7201	0.617	65.8132	5989	15.7006	111	34	77	13.9121	1266	18.5086	107	3	104	28.6374	2606	11.5446	65	8	57	22.3626	2035	5.9001	45	17	28	73.7692	6713	3.187	86	70	16	66.5	31.4636	0.8441	11.4751	7	0.7623	30.4498	29.0992	111	2	8.7881	13.1454	107	1	15.7621	13.4972	65	3	21.8996	10.2237	55	11	73.0855	4.6348	89	66	12.3708	13.6057	62	2	6.1685	8.1888	54	1	9.1798	8.9032	56	3	21.6629	11.8488	55	11	72.736	5.1959	89	66	0.3197
WI_Scan1.qptiff - resolution #1	8d89070e-bb4f-4146-bbb1-ea4f1ba03283	Cell			Annotation	Polygon	1997	2179.1	16.25	16.0702	0.7907	6.2397	3.4086	0.8263	54.5429	3818	8.8017	81	28	53	4	280	1.3297	11	3	8	33.8571	2370	23.5281	126	12	114	26.6571	1866	4.0464	41	21	20	74.9857	5249	1.8996	80	71	9	36.5	26.1903	0.6687	10.8896	4.4196	0.9058	35.64	21.7139	81	7	5.16	4.601	42	2	27.2067	22.31	158	7	31.1867	7.7955	52	21	76.5933	3.0742	84	71	19.1	15.0985	70	7	6.175	6.0122	42	2	21.3875	19.5393	158	7	35.15	8.1382	52	22	78	3.2218	84	71	0.4487
WI_Scan1.qptiff - resolution #1	d701b6ed-7382-496a-9fa1-ca32e40efeb3	Cell			Annotation	Polygon	1973.3	2179.3	27.25	19.6791	0.8842	6.6043	5.3287	0.6326	40.0708	4528	9.8259	62	19	43	16.6726	1884	15.8961	74	2	72	9.8673	1115	3.075	22	5	17	31.2212	3528	6.7833	49	16	33	75.7788	8563	3.0843	84	69	15	141.25	45.2753	0.8659	16.4995	10.5	0.7847	13.6537	14.4248	62	2	10.129	14.2289	119	1	6.8834	2.5798	22	3	28.818	10.6154	55	12	74.9541	4.1666	86	67	7.064	4.2643	28	2	8.4967	13.3076	119	1	6.1391	1.7875	15	3	28.2185	11.2984	55	12	74.7483	4.3739	86	67	0.1903
WI_Scan1.qptiff - resolution #1	68af4982-6b67-4fa8-87ed-23dcaa2465cd	Cell			Annotation	Polygon	1931.7	2182.7	39.75	22.8379	0.9577	8.1426	6.2905	0.5945	54.6398	8797	11.496	87	31	56	5.0124	807	3.0145	28	2	26	13.6273	2194	7.5571	60	6	54	35.1118	5653	9.8938	62	23	39	75.2857	12121	3.3306	84	70	14	206.5	52.2722	0.9497	17.8634	15.1747	0.4884	18.7358	18.6997	87	5	6.6273	1.9198	28	2	12.4572	7.5264	60	5	57.8347	14.8751	86	23	82.7322	5.175	98	70	10.0823	4.0281	31	5	7.0165	1.2706	14	3	12.1751	7.4974	49	5	63.3114	9.8248	86	33	84.5269	3.7382	98	72	0.187
WI_Scan1.qptiff - resolution #1	e5e1d87e-3c79-4c29-afe6-73a37a8ecad9	Cell			Annotation	Polygon	1955.8	2183.1	72	33.1246	0.8246	11.3748	8.4014	0.5459	80.2784	23361	21.3655	164	38	126	4.4502	1295	2.5244	27	2	25	14.8316	4316	5.6674	35	6	29	19.3196	5622	2.2692	30	16	14	71.8007	20894	1.2463	78	69	9	218.75	56.3978	0.8642	20.077	15.7532	0.5154	35.3394	35.2672	164	2	4.7141	7.1523	111	1	10.6219	7.3435	104	3	23.8633	11.9152	87	11	72.9157	4.1271	94	66	13.0613	11.6399	72	2	4.845	8.5646	111	1	8.5349	7.1867	104	3	26.1158	13.9496	87	11	73.4685	4.8784	94	66	0.3282
WI_Scan1.qptiff - resolution #1	bfd6196f-4739-41e9-904b-ef64fa9efbf9	Cell			Annotation	Polygon	1991.7	2187.5	53.25	27.1597	0.9071	9.5824	7.9042	0.4144	49.1991	10873	11.2491	80	19	61	12.9593	2864	12.0523	72	4	68	14.0724	3110	6.9081	62	7	55	27.8281	6150	8.0897	46	16	30	76.1538	16830	3.224	88	71	17	159	50.7341	0.7763	19.9181	12.2452	0.7913	24.1129	19.9795	80	2	11.6912	13.5856	122	1	11.0972	6.358	62	3	35.7132	11.7392	61	12	78.8887	4.6065	90	68	10.8177	5.7283	39	2	11.0192	14.3002	122	1	9.5204	5.4283	62	3	39.8921	11.2194	61	12	80.3381	4.5735	90	68	0.3365
WI_Scan1.qptiff - resolution #1	b230388d-4a60-424d-b87b-289d815b6bdb	Cell			Annotation	Polygon	1946.8	2190.4	30.75	21.8352	0.8105	8.2531	5.3308	0.7536	55.1654	7006	14.1134	90	23	67	3.1102	395	1.1214	7	2	5	12.8031	1626	4.2164	24	5	19	22.7795	2893	8.4543	59	16	43	72.4409	9200	2.7621	85	69	16	128.75	47.0339	0.7314	17.7473	8.6879	0.8895	21.1797	21.6802	90	3	5.4551	5.1435	63	1	17.2428	32.702	255	4	36.5602	24.8205	92	14	77.3155	8.1381	96	68	10.2803	8.1948	59	3	6.2071	5.6767	63	1	18.6667	37.4062	255	4	40.9798	26.6588	92	14	78.8788	8.6601	96	68	0.2369
WI_Scan1.qptiff - resolution #1	fd4cf413-a6bf-4a05-ad58-8a11660161ce	Cell			Annotation	Polygon	1967.2	2187	17.75	15.6744	0.9079	5.4108	4.3206	0.4638	63.32	4749	18.9331	103	27	76	8.9067	668	10.1677	56	3	53	26.0533	1954	27.1193	132	7	125	18.88	1416	2.0065	24	16	8	72.9067	5468	1.6206	77	70	7	60.75	29.8336	0.8577	11.1454	7.8216	0.6272	31.746	26.8783	103	3	5.4435	6.3076	56	1	16.8266	19.8958	132	4	20.0242	2.7821	29	16	72.9274	1.9432	79	69	18.0578	16.1269	68	3	3.9422	2.2714	16	1	12.8266	14.1003	99	4	20.5202	2.9266	29	16	72.9364	2.0718	79	69	0.2949
WI_Scan1.qptiff - resolution #1	31038f33-9b58-4a4f-ad77-0b8ca7e85dc3	Cell			Annotation	Polygon	1975.6	2190.6	35	22.8028	0.8459	8.9382	5.4269	0.8008	66.1831	9398	17.0351	105	24	81	4.8451	688	2.1081	20	3	17	26.3662	3744	13.9668	92	11	81	19.1338	2717	2.0394	26	16	10	73.3732	10419	1.2694	77	71	6	91	38.708	0.7632	13.947	10.1001	0.6964	38.0652	26.6318	105	4	6.894	7.1559	64	2	22.7989	21.1331	179	5	24.5788	7.6243	48	16	75.0951	2.7192	83	70	20.3982	12.7492	50	4	8.1814	8.7421	64	2	20.5575	24.3546	179	5	28	7.8576	48	16	76.177	2.8292	83	70	0.3777
WI_Scan1.qptiff - resolution #1	b9af3a08-aa99-4240-a0bc-5566ac8daaa8	Cell		2 EGM	Annotation	Polygon	1983.7	2190.5	17.25	15.196	0.9387	5.077	4.5384	0.545	46.2466	3376	8.9144	70	19	51	15.7534	1150	13.9042	68	4	64	15.2192	1111	7.1749	48	7	41	28.5616	2085	8.885	58	19	39	77.2603	5640	5.0361	96	72	24	56.25	30.5839	0.7557	12.1679	7.2108	0.8103	28.9561	14.6181	70	7	12.3947	11.0968	68	4	14.8377	7.9683	50	6	35.3596	10.843	73	19	79.6404	5.5889	101	72	20.8129	8.3291	36	7	10.8129	9.1245	63	4	14.6581	8.3319	50	6	38.5613	10.2064	73	24	80.7613	5.4986	101	73	0.3101
WI_Scan1.qptiff - resolution #1	628c9f9a-53ff-4fcc-9127-967ee812711d	Cell		2 IGM	Annotation	Polygon	1961.2	2193.5	22.5	17.4789	0.9255	6.0128	4.8294	0.638	86.1319	7838	19.1782	130	44	86	49.2198	4479	54.8699	255	6	249	173.1209	15754	59.7297	255	33	222	30.956	2817	4.0219	44	25	19	81.4725	7414	3.7811	93	75	18	71	32.1783	0.8617	11.8719	8.3629	0.7039	39.7578	35.78	130	3	22.263	36.907	255	2	100.4014	81.4172	255	6	27.7405	5.0054	44	15	77.872	4.5454	93	69	18.4444	15.9238	63	3	9.8737	11.2222	77	2	66.9798	67.0483	255	6	26.2626	4.7187	39	15	76.2172	3.8642	92	69	0.2983
WI_Scan1.qptiff - resolution #1	783fa5fb-c690-4542-ba52-bcc0abd16810	Cell			Annotation	Polygon	1938.3	2192.8	22.25	18.601	0.8081	6.3715	5.0632	0.5755	54.9787	5168	16.0543	92	28	64	3.0106	283	0.7964	6	1	5	25.617	2408	21.9492	168	9	159	22.5638	2121	4.4518	36	17	19	72.3936	6805	2.1363	80	69	11	90.5	40.7986	0.6832	15.6945	10.1593	0.7359	24.0328	21.348	92	4	4.6667	2.2836	12	1	23.7377	27.0366	227	5	39.1612	20.8727	85	17	77.7978	6.8124	94	69	13.3382	8.8541	50	4	5.239	2.3507	12	2	23.0882	28.5928	227	5	44.8971	21.2465	85	17	79.6654	6.8781	94	69	0.2417
