Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio
WK_Scan1.qptiff - resolution #1	9de44fa1-6d76-41f4-8e78-e3ca12e0e359	Cell			Annotation	Polygon	2403.5	5751.5	30.5	20.2538	0.9343	7.3154	5.4154	0.7009	39.52	4940	15.4526	111	21	90	6.648	831	1.6425	11	4	7	6.6	825	1.5345	12	4	8	74.944	9368	15.8228	129	48	81	83.568	10446	5.0726	102	74	28	135.5	44.7859	0.8489	15.8602	10.5	0.6814	18.2161	14.5195	111	4	8.2601	2.3191	14	4	6.5476	1.2658	12	4	90.8736	26.1107	167	38	90.7271	9.5489	113	65	11.8907	5.28	38	4	8.7387	2.2758	14	4	6.5321	1.176	12	4	95.6033	26.6986	167	38	92.8527	9.5363	113	65	0.2204
WK_Scan1.qptiff - resolution #1	74b4a79d-aef0-490c-b70a-d804bb336e97	Cell			Annotation	Polygon	2469	5749.7	18	15.7764	0.9088	5.7933	3.7842	0.7478	42.5135	3146	7.4102	63	27	36	11.2973	836	2.7335	18	6	12	14.1486	1047	4.926	29	8	21	121.4054	8984	31.1439	184	63	121	108.4189	8023	10.4002	127	88	39	64.25	33.3135	0.7275	13.1665	7.3333	0.7899	21.3745	14.3187	63	5	11.668	3.5402	19	3	10.0965	3.977	29	4	128.0347	38.2963	200	36	109.2471	12.8154	135	77	12.9189	3.7546	28	5	11.8162	3.812	19	3	8.4757	1.818	21	4	130.6865	40.5818	200	36	109.5784	13.6742	135	77	0.2666
WK_Scan1.qptiff - resolution #1	38ff0488-ad10-4ba6-b65e-1cc6bc751944	Cell			Annotation	Polygon	2510.7	5751	27	20.3374	0.8203	7.8053	4.8988	0.8105	67.9823	7682	22.1246	152	36	116	8.2566	933	1.6732	13	6	7	10.7965	1220	3.3412	26	7	19	91.0708	10291	18.7587	150	63	87	99.0973	11198	7.2752	124	88	36	130.5	45.8013	0.7817	17.3392	10	0.7693	27.5486	25.7238	152	4	10.9257	2.6958	20	3	10.8	9.4311	139	4	117.1048	29.9577	177	26	106.9886	10.6896	134	71	16.4587	11.725	80	4	11.6578	2.4509	20	3	10.801	10.5052	139	4	124.2451	28.4757	177	26	109.1529	10.4615	134	71	0.2061
WK_Scan1.qptiff - resolution #1	bbb5dd04-a348-4217-8db8-fb8c1b076fd3	Cell			Annotation	Polygon	2429.3	5751.3	37.25	24.9546	0.7517	9.5575	5.4274	0.8336	60.2129	9333	18.4623	135	33	102	5.4387	843	2.3134	19	3	16	7.5355	1168	2.9832	20	4	16	54.4968	8447	20.729	115	29	86	80.8645	12534	7.2363	103	72	31	159.75	50.0371	0.8018	19.0007	10.5	0.8186	26.2804	23.5952	135	5	8.4128	3.2799	37	3	7.4751	2.1351	23	4	86.7601	30.6834	154	29	92.3598	10.9328	115	71	15.4805	11.9243	73	5	9.3593	2.9621	37	3	7.4559	1.7863	23	5	97.0287	25.8443	154	34	96.0185	9.2464	115	71	0.2312
WK_Scan1.qptiff - resolution #1	6b5f9c12-f301-412e-8095-b043f94f3c98	Cell			Annotation	Polygon	2526.7	5751.6	31.25	20.6497	0.9209	7.3789	5.549	0.6599	93.0775	12007	22.3063	159	47	112	10.8217	1396	2.5076	18	6	12	16.8062	2168	7.4656	52	9	43	118.4109	15275	28.9667	187	69	118	108.9302	14052	10.6604	134	90	44	97.75	39.8594	0.7732	15.4467	10.7566	0.6974	44.7595	36.7671	159	11	14.3291	3.5663	23	6	12.3544	5.3711	52	7	155.4633	38.6146	232	69	120.8633	13.0783	147	90	21.3271	9.0501	63	11	16.0301	2.642	23	9	10.1955	1.2824	15	7	173.4323	28.6223	232	110	126.6504	9.8223	147	106	0.3091
WK_Scan1.qptiff - resolution #1	e36078aa-7b64-4ea2-b3ac-e20316d9ee89	Cell			Annotation	Polygon	2478.8	5752.9	16.25	16.7513	0.7277	6.8531	3.051	0.8978	61.3382	4171	23.8156	136	34	102	8.4706	576	2.7507	21	5	16	30.25	2057	28.6942	147	9	138	74.7206	5081	15.3583	109	50	59	94.9706	6458	10.4424	144	84	60	90.5	36.868	0.8367	13.3668	9.7424	0.7273	24.8825	22.578	136	6	9.5492	2.9879	22	4	13.959	15.2976	147	6	96.2104	29.2498	176	48	99.3279	10.8432	159	81	16.5638	11.1716	71	6	9.7953	2.9896	22	4	10.2416	5.218	50	6	101.1141	29.468	176	48	100.3222	10.7031	159	81	0.1748
WK_Scan1.qptiff - resolution #1	07fcceb8-4925-41bf-940c-1f3c184370e4	Cell			Annotation	Polygon	2390.6	5754.1	26	18.3833	0.9668	6.0628	5.3888	0.3132	70.1296	7574	27.9054	184	35	149	10.3056	1113	4.3674	22	4	18	17.0648	1843	9.7226	46	7	39	101.1574	10925	46.9068	186	38	148	91.2037	9850	17.9307	123	65	58	166.75	47.1707	0.9417	15.8888	13.4136	0.4873	24.3418	24.665	184	5	11.3776	4.2171	23	4	13.0896	16.9044	212	4	112.3895	42.1625	193	38	95.6821	16.6374	126	65	15.5427	9.787	86	5	11.5836	4.16	23	4	12.3256	17.8638	212	4	114.548	40.8814	193	45	96.5427	16.2532	126	67	0.1501
WK_Scan1.qptiff - resolution #1	69019e81-be52-40fe-b2aa-f16bd8650082	Cell			Annotation	Polygon	2521.4	5758.2	18.75	19.6646	0.6093	7.8249	3.5108	0.9323	62.3924	4929	27.0832	169	29	140	7.962	629	3.5353	25	4	21	14.0886	1113	16.4739	121	6	115	70.0127	5531	15.0703	109	48	61	89.9873	7109	5.3792	103	82	21	119	43.9765	0.7732	15.4546	10.6958	0.73	24.4038	21.3793	169	8	12.2887	5.6201	75	4	11.4268	9.1559	121	6	114.1506	32.1988	176	48	105.7762	11.421	129	81	16.8822	7.8028	55	8	13.1454	5.5636	75	6	10.8997	6.7526	80	7	122.8897	27.1069	176	50	108.9023	9.5593	129	81	0.1539
WK_Scan1.qptiff - resolution #1	849e9a9f-eb47-40c7-ad36-d26f95e375aa	Cell			Annotation	Polygon	2378.8	5757.8	20.25	19.1086	0.6969	7.8922	3.2278	0.9188	53.9048	4528	19.1586	101	27	74	11.0238	926	4.0834	25	4	21	31.6667	2660	15.0127	69	7	62	90.4286	7596	17.6268	120	46	74	89.5952	7526	7.5508	103	71	32	105.75	40.9475	0.7926	15.4541	8.5	0.785	22.68	19.0153	101	5	12.6682	6.8471	78	4	19.1929	13.9756	92	6	108.5459	29.1364	178	45	95.8541	11.6957	124	70	14.9883	7.8163	55	5	13.0733	7.3186	78	4	16.1202	11.8592	92	6	113.0088	29.6943	178	45	97.3959	12.0252	124	70	0.1923
WK_Scan1.qptiff - resolution #1	26d8a758-9af7-4265-b421-f5e0b5ff3ab3	Cell			Annotation	Polygon	2473.3	5758.6	30.5	19.8599	0.9718	6.866	5.6325	0.5226	102.2339	12677	20.9467	187	62	125	6.5161	808	2.0894	12	3	9	13.3387	1654	4.1357	32	8	24	59.4355	7370	18.4916	113	34	79	86.0968	10676	7.7243	114	74	40	70.75	32.0682	0.8645	11.8282	8.5828	0.6361	60.8697	40.7806	187	11	9.3063	3.2766	22	3	13.0915	5.7797	59	8	88.6092	32.5621	158	34	97.0282	12.3219	122	74	28.8125	15.8785	76	11	11.4688	2.226	22	7	12.9	6.7927	59	8	111.2188	21.0831	158	68	105.5	7.6594	122	91	0.4254
WK_Scan1.qptiff - resolution #1	3af016b6-7355-4360-b304-960a707b02c8	Cell			Annotation	Polygon	2463.2	5760	34.25	25.3114	0.6718	8.0282	6.3716	0.3358	80.9065	11246	23.3505	166	39	127	10.3597	1440	16.0118	103	2	101	27.5683	3832	27.2101	150	7	143	40.2446	5594	13.4066	76	20	56	78.5324	10916	5.6726	94	68	26	156	47.2008	0.8799	17.5031	12.2105	0.6958	32.0048	31.0399	166	1	8.4143	9.3845	103	1	15.0333	20.287	171	3	61.6857	34.5771	159	13	85.8698	12.0618	117	67	18.1609	14.5882	64	1	7.8635	6.2824	93	1	11.4847	16.205	171	3	67.7556	36.2875	159	13	87.947	12.5738	117	67	0.2162
WK_Scan1.qptiff - resolution #1	1807c235-323f-47d5-bcea-89a7186aa0a3	Cell			Annotation	Polygon	2437.8	5760.7	43	23.8625	0.949	8.8055	6.3929	0.6838	64.4046	11142	17.8084	124	32	92	6.4451	1115	2.163	12	3	9	9.0405	1564	3.266	27	5	22	62.1618	10754	20.3666	110	32	78	86.3179	14933	8.417	109	72	37	174.75	50.1856	0.8719	18.3195	13.6783	0.69	25.8326	24.1321	124	5	9.4993	2.7645	29	3	8.044	2.1379	27	5	93.0482	25.1111	139	32	97.9702	9.8016	118	72	13.2895	5.1973	45	5	10.4925	2.1423	29	4	7.7199	1.475	23	5	103.0921	17.0228	139	46	101.7594	6.7678	118	81	0.2409
WK_Scan1.qptiff - resolution #1	29069422-696a-44b1-9a81-a9049885a9e1	Cell			Annotation	Polygon	2451.5	5762.5	47.25	24.7013	0.9731	8.3333	7.1554	0.512	54.2251	10357	14.5984	134	26	108	5.911	1129	2.2023	17	3	14	12.9686	2477	8.0039	64	6	58	50.7173	9687	18.4765	111	27	84	82.6859	15793	7.7789	107	72	35	184	50.9573	0.8905	18.1262	13.5664	0.6933	21.923	21.0937	134	2	7.3568	3.6649	45	1	9.0446	6.2598	64	4	64.3595	25.0401	131	16	87.55	9.4127	114	70	10.6849	5.9943	44	2	7.8597	3.9306	45	1	7.6794	4.837	64	4	69.1056	25.2932	131	16	89.2423	9.348	114	70	0.2519
WK_Scan1.qptiff - resolution #1	9882433a-a0cf-4954-bd68-edd3c3331085	Cell			Annotation	Polygon	2402.7	5766.9	68.5	34.1855	0.7366	12.3466	8.383	0.7182	48.9345	13457	13.4933	107	25	82	4.7127	1296	2.0039	10	2	8	13.1527	3617	13.2372	121	5	116	45.9673	12641	20.3933	100	21	79	79.4473	21848	8.5222	106	68	38	274.5	61.791	0.9034	22.1534	17.4529	0.5701	21.0856	18.2908	107	2	7.0656	3.2142	24	0	8.1184	7.4687	121	3	70.4672	30.5654	135	14	87.2678	11.4128	111	64	11.7801	6.295	45	2	7.8518	3.1588	24	0	6.4362	2.1733	39	3	78.6537	28.9871	135	14	89.8809	11.0599	111	64	0.2476
WK_Scan1.qptiff - resolution #1	12641fa3-655e-4b8d-b2a7-20f000c6ecbf	Cell			Annotation	Polygon	2479.1	5765.4	18.25	15.6602	0.9351	5.5746	4.2268	0.6491	83.3289	6333	18.1192	132	44	88	8.0658	613	7.2743	43	3	40	32.8421	2496	22.8952	133	15	118	37	2812	6.0597	53	28	25	78.1711	5941	2.8113	86	73	13	65.25	31.0155	0.8524	11.8538	8.3081	0.694	34.297	33.9291	132	5	7.2368	5.8639	48	3	36.0902	30.628	229	9	42.9323	9.7157	71	28	80.2143	4.2028	91	71	14.6842	11.4182	68	5	6.9053	5.1795	48	3	37.3895	33.1864	229	9	45.3053	9.898	71	28	81.0316	4.3908	91	71	0.2678
WK_Scan1.qptiff - resolution #1	2ccc2aa7-2ea6-4b1c-96eb-aa9983fd8843	Cell			Annotation	Polygon	2490.3	5766.1	39.25	22.3156	0.9905	7.548	6.7828	0.3557	81.038	12804	15.8721	125	46	79	7.7911	1231	3.2183	29	4	25	20.0063	3161	14.3689	106	8	98	68.0823	10757	23.601	127	38	89	90.5823	14312	9.2028	116	78	38	182.5	49.2111	0.947	17.0239	14.4615	0.4932	28.6144	29.0441	125	3	10.7534	3.2163	29	2	16.1267	20.779	206	4	104.4905	33.4459	162	31	102.7793	12.0779	126	76	14.2344	6.6525	51	3	11.566	2.6993	25	2	15.0625	22.108	206	4	114.4774	28.4564	162	31	106.125	10.5234	126	76	0.2067
WK_Scan1.qptiff - resolution #1	bd1eeefa-f904-4892-8818-f7fd3c67a36e	Cell			Annotation	Polygon	2469.3	5770.8	39.25	31.5423	0.4957	10.7378	6.8758	0.8164	66.7831	11086	27.7906	171	21	150	4.6205	767	3.7361	34	1	33	14.2048	2358	11.0303	97	5	92	27.4819	4562	7.6195	43	15	28	74.5542	12376	3.2127	82	68	14	140.5	47.6357	0.7781	16.1137	12.8138	0.6688	33.4286	29.2626	171	3	3.9436	3.0991	34	1	12.381	10.4009	112	3	28.0476	11.2851	93	13	74.7936	4.2102	98	68	19.6209	15.5002	99	3	3.6633	2.7503	32	1	11.6259	10.0466	112	3	28.2818	12.4927	93	13	74.8928	4.5597	98	68	0.2854
WK_Scan1.qptiff - resolution #1	ad440222-688f-4b98-9962-2bc0ebddea24	Cell			Annotation	Polygon	2525.9	5767.3	16.75	15.4818	0.8782	5.3388	4.0929	0.685	100.6667	7248	28.0784	179	49	130	19.2639	1387	15.3641	68	8	60	74.9861	5399	29.0645	155	25	130	52.5556	3784	10.8211	83	36	47	85.9722	6190	3.6307	95	78	17	94.25	37.8721	0.8258	13.9305	9.5856	0.7374	43.0737	38.5171	179	6	15.5763	11.5533	143	6	42.8763	40.4156	251	9	85.9658	33.0808	156	36	97.771	11.6194	125	78	29.6104	26.2565	141	6	14.7143	10.3081	143	6	35.3701	39.0231	251	9	93.776	31.6374	156	38	100.5292	11.1061	125	81	0.1763
WK_Scan1.qptiff - resolution #1	c6066e7b-9a88-46cd-b6bf-9a9f92e598db	Cell			Annotation	Polygon	2379.4	5770.6	19.5	17.7274	0.7797	6.6755	3.9798	0.8344	57.6076	4551	16.6028	119	31	88	15.9114	1257	7.0986	54	9	45	14.8101	1170	13.7953	88	8	80	122.1139	9647	18.3254	150	73	77	101.9747	8056	7.3362	113	82	31	109	39.9001	0.8604	15.5403	10	0.7714	28.2187	17.8131	119	11	15.7244	3.4883	54	8	11.7494	10.3315	101	7	142.6424	20.3247	176	73	110.3098	8.2805	124	82	21.7694	9.7709	58	11	15.6833	1.9719	23	8	11.0778	9.2934	101	7	147.1472	17.8311	176	76	112.1389	7.3019	124	82	0.171
WK_Scan1.qptiff - resolution #1	3bb070f9-f0b8-4030-9198-f929734a59b5	Cell			Annotation	Polygon	2443	5772.3	27.5	21.9026	0.7204	8.2412	5.0181	0.8248	79.5225	8827	28.9278	197	37	160	48.0811	5337	48.0241	252	11	241	45.7297	5076	40.2438	220	8	212	46.4414	5155	16.3299	94	29	65	82.7477	9185	6.2136	100	75	25	146.75	45.0047	0.9105	17.197	12.0833	0.7067	24.3328	30.9305	197	2	15.8829	27.4199	252	1	24.5229	34.6835	241	4	44.5806	30.9127	128	13	81.2003	11.9699	113	67	11.5167	10.6282	55	2	8.4059	9.8833	77	1	19.5983	31.3119	241	4	44.1485	33.3988	128	13	80.841	12.9241	113	67	0.1819
WK_Scan1.qptiff - resolution #1	c18cef03-7a85-4fec-a17f-f32cec75665b	Cell			Annotation	Polygon	2420.6	5775.6	54.5	26.9542	0.9427	9.5943	7.2656	0.6818	51.1818	11260	13.0735	118	25	93	4.7773	1051	1.9864	13	2	11	8.1227	1787	2.7793	25	5	20	46.7864	10293	16.3959	86	27	59	80.5773	17727	6.0227	95	72	23	245.75	56.5857	0.9645	19.3283	16.5	0.4873	21.4467	17.945	118	3	8.1553	5.2138	91	2	7.4325	1.7483	25	4	75.4274	24.1603	127	24	91.9381	9.2273	113	72	12.8954	6.1591	39	3	9.1268	5.4452	91	3	7.234	1.2434	18	4	83.6641	19.251	127	24	95.2052	7.17	113	72	0.2175
WK_Scan1.qptiff - resolution #1	c5aab511-d921-4217-bbc6-e8c9f3da8bd5	Cell			Annotation	Polygon	2525.4	5776.1	44	26.6749	0.7771	9.8732	6.8018	0.7366	145.5967	26353	30.9445	222	75	147	32.6409	5908	27.0928	190	7	183	67.8232	12276	67.6543	255	12	243	44.5083	8056	7.2653	74	30	44	84.7017	15331	3.4944	95	76	19	114	45.0716	0.7052	17.2368	10.4733	0.8308	85.0436	60.4505	222	4	22.4619	20.9706	190	1	48.1874	56.09	255	5	58.305	38.5588	154	14	89.1917	13.7613	122	71	45.6187	38.2619	204	4	15.8345	11.7624	75	1	35.4029	42.5625	225	5	67.2878	47.1023	154	14	92.1151	16.8354	122	71	0.3902
WK_Scan1.qptiff - resolution #1	0855209e-f996-4cd3-a00a-aba3f3c0bb1f	Cell			Annotation	Polygon	2484.2	5777.4	29	25.3459	0.5673	10.4767	3.919	0.9367	55.8374	6868	19.9271	137	19	118	3.9756	489	2.5365	18	2	16	32.7073	4023	29.2661	191	8	183	28.6423	3523	9.5738	58	16	42	76.0163	9350	3.4379	87	71	16	158.75	47.9403	0.868	16.3595	13.1348	0.6339	17.848	21.3522	137	3	5.7743	11.0083	130	1	25.9075	34.2668	225	4	30.5235	11.6227	70	13	76.8495	4.612	92	68	8.7748	6.5518	42	3	6.2039	12.153	130	1	24.2835	35.1881	225	4	30.9728	12.0254	70	13	77.0485	4.8322	92	68	0.1834
WK_Scan1.qptiff - resolution #1	6d5ff87b-dfac-48ee-a2a2-9dd89c661ae4	Cell			Annotation	Polygon	2500.1	5777.7	38.75	22.7768	0.9386	7.6442	6.4941	0.4807	63.0897	9842	14.4492	113	31	82	8.609	1343	2.3351	19	5	14	11.7244	1829	3.0492	24	8	16	80.6731	12585	22.2836	132	46	86	95.9423	14967	8.2994	117	83	34	179.25	49.464	0.9206	16.7361	13.6411	0.5086	24.6375	21.7938	113	5	11.2653	2.7659	19	4	10.0097	2.8745	53	7	112.775	31.6353	166	36	106.7667	11.4062	127	78	14.0018	5.1072	43	5	12	2.4026	16	4	9.5355	2.6368	53	7	121.6543	27.8723	166	36	109.7606	10.2831	127	78	0.21
WK_Scan1.qptiff - resolution #1	0a4b3b5b-2f16-4da8-90db-7c701ebeb3a7	Cell			Annotation	Polygon	2407.2	5781.1	45	24.9067	0.9116	8.3213	7.2706	0.3823	53.4944	9629	14.9922	132	32	100	4.8833	879	1.7053	11	3	8	9.8611	1775	7.1056	61	5	56	48.2333	8682	17.5716	105	27	78	82.1444	14786	7.3736	104	72	32	163.5	49.1434	0.8507	17.6061	13.3584	0.5868	26.0547	19.9258	132	7	7.9407	2.5775	15	3	8.0015	3.9662	61	5	79.4301	25.5946	141	27	93.7432	9.9282	118	72	15.7218	8.4496	72	7	9.0921	1.7898	15	4	7.3013	0.9611	11	5	91.1778	16.7589	141	41	98.1109	6.7438	118	77	0.2693
WK_Scan1.qptiff - resolution #1	b08870be-5d4f-4e37-8588-57b3c4ee3f1a	Cell			Annotation	Polygon	2458.7	5780.2	33.75	22.5786	0.8319	8.4236	5.6761	0.7116	169.3676	23034	47.3915	255	80	175	5.2794	718	2.2	18	3	15	17.7426	2413	8.2327	57	7	50	37.8897	5153	8.4728	59	25	34	80.5368	10953	3.3509	88	74	14	153	46.2884	0.8973	16.9687	12.9387	0.6265	58.4715	67.3595	255	2	5.1285	5.1774	62	1	13.348	18.021	226	3	33.4325	11.4913	66	14	77.974	4.8326	91	69	26.9854	26.4854	117	2	5.0856	5.7496	62	1	12.1002	19.7726	226	3	32.167	11.9201	66	14	77.2463	4.9425	91	69	0.2138
WK_Scan1.qptiff - resolution #1	9f502c45-44ba-47e8-9c9e-fad3a076e23a	Cell			Annotation	Polygon	2472	5782.2	43.75	25.6369	0.8365	10.0048	6.0857	0.8063	74.6369	13360	26.0858	183	28	155	3.6648	656	0.8343	6	2	4	12.1285	2171	14.1294	134	5	129	33.514	5999	7.1157	55	23	32	78.4469	14042	2.953	86	74	12	153.25	47.2693	0.8619	16.002	13.2625	0.4458	30.6003	32.5288	183	3	3.1764	0.9892	6	1	8.6181	8.2159	134	4	30.1343	8.2625	55	15	77.0793	3.4305	86	69	12.6446	9.9175	55	3	2.9772	0.979	6	1	7.1868	2.62	19	4	28.7563	8.3078	53	15	76.5216	3.458	86	69	0.285
WK_Scan1.qptiff - resolution #1	c92e43f4-688a-4137-8754-597f4f411271	Cell			Annotation	Polygon	2521.2	5783.2	27	22.1067	0.6943	8.2355	5.397	0.7425	107.3571	12024	41.1284	247	25	222	17.2143	1928	20.2602	114	2	112	123.4821	13830	80.0256	255	6	249	40.2857	4512	15.2714	91	17	74	84.8482	9503	6.9751	106	72	34	116.5	42.9768	0.7926	15.6735	10.8578	0.7139	37.9617	46.1078	247	2	11.3064	14.6338	126	1	42.4957	63.1933	255	4	55.1723	44.6033	154	14	88.2915	15.9639	124	71	16.2514	16.8364	112	2	9.4581	11.8038	126	1	17.1592	23.5293	163	4	59.8296	49.4955	154	14	89.3687	17.7423	124	71	0.2311
WK_Scan1.qptiff - resolution #1	77cbe972-5eef-4f42-9882-69badc7be771	Cell			Annotation	Polygon	2437	5783.5	26	22.7833	0.6294	8.9942	4.0741	0.934	111.1944	12009	46.3635	232	42	190	23	2484	25.5621	147	5	142	152.3796	16457	73.5509	255	33	222	50.037	5404	8.838	72	35	37	87.3704	9436	4.9964	100	80	20	138	48.0593	0.7508	16.3542	11.4978	0.7488	31.2406	45.9289	232	2	8.7325	14.3033	147	1	53.456	74.6847	255	4	34.8348	14.5968	72	14	79.14	7.1017	100	69	12.0089	13.8863	68	2	5.3007	6.0799	53	1	29.6615	51.9986	255	4	31.1782	13.2914	70	14	77.1604	6.0309	97	69	0.1867
WK_Scan1.qptiff - resolution #1	81c5cbcd-a3ed-4626-8360-7088d57d5686	Cell			Annotation	Polygon	2509.3	5785.8	42.25	23.3198	0.9763	7.6338	7.1153	0.2929	67.0116	11526	14.0179	103	33	70	6.2907	1082	2.3933	12	3	9	14.8663	2557	9.5151	78	8	70	60.0174	10323	23.8417	120	28	92	89.3605	15370	8.6827	109	77	32	163.25	48.9286	0.8569	16.5669	13.6707	0.5724	27.2633	25.2703	103	3	9.0852	3.4116	35	2	10.8904	5.9633	78	4	87.6058	33.0809	141	20	98.8371	11.7709	119	74	13.167	5.9598	40	3	10.0763	3.161	35	2	9.4804	2.9328	45	4	97.3897	30.2657	141	20	102.1979	10.8593	119	74	0.2545
WK_Scan1.qptiff - resolution #1	10bb0a92-75c8-45cc-ba59-87464c46f5f9	Cell			Annotation	Polygon	2396.9	5788	49.75	25.5007	0.9614	8.5176	7.3068	0.4114	52.0398	10460	13.4977	96	32	64	4.6418	933	1.9802	11	2	9	7.7811	1564	2.4682	20	4	16	44.3881	8922	18.7171	96	24	72	75.6468	15205	7.2773	93	62	31	205.75	53.3146	0.9096	18.0444	14.4917	0.5713	22.0777	18.9096	96	6	8.5874	3.4146	32	2	7.1177	1.9015	20	4	84.5704	31.0146	164	24	89.7063	11.7625	119	62	12.4109	5.5537	41	6	9.8604	2.7409	32	5	6.9037	1.6239	19	4	97.5345	21.6793	164	54	94.2424	9.0305	119	73	0.2372
WK_Scan1.qptiff - resolution #1	8225412f-05e2-4822-8503-35899255ab63	Cell			Annotation	Polygon	2447.8	5786.2	17	15.2971	0.9129	5.4335	4.0171	0.6819	67.831	4816	25.7105	159	30	129	3.4225	243	0.8222	5	2	3	10.9014	774	2.7159	21	6	15	30.3944	2158	5.0384	40	22	18	77.0845	5473	2.2472	82	72	10	97.25	38.2588	0.8349	14.3757	9.0858	0.8034	20.8372	26.1842	159	2	3.1985	1.2398	9	1	9.7608	8.3988	99	4	29.4351	8.3119	62	17	76.5013	3.3229	90	71	10.4752	9.8456	53	2	3.1491	1.31	9	1	9.5093	9.1751	99	4	29.2236	8.8648	62	17	76.3727	3.5058	90	71	0.1721
WK_Scan1.qptiff - resolution #1	b86e9556-86a8-4180-b838-30580ee8b447	Cell		12 IGM	Annotation	Polygon	2489.4	5789.1	46.25	27.2533	0.7825	11.2061	5.2951	0.871	161.3118	30004	47.4908	255	60	195	14.3548	2670	21.4955	149	2	147	138.0699	25681	91.1858	255	15	240	47.043	8750	12.1668	81	26	55	87.5215	16279	6.2482	106	76	30	160.75	47.9877	0.8772	16.8942	12.522	0.6267	65.0526	69.7578	255	3	9.187	14.6976	149	1	74.0556	89.3881	255	4	41.8006	16.6335	86	15	83.9026	8.0819	109	72	26.2148	25.8542	128	3	7.102	10.1185	82	1	48.2278	74.5089	255	4	39.6855	17.7036	86	15	82.4425	8.2822	109	72	0.2827
WK_Scan1.qptiff - resolution #1	e58c9c7e-9df3-4920-b6fa-c516db7488b7	Cell			Annotation	Polygon	2454.6	5790.1	19	16.2105	0.9086	5.7299	4.4052	0.638	133.9747	10584	36.2558	238	62	176	10.7468	849	7.01	33	3	30	33.2405	2626	14.691	78	11	67	42.2532	3338	7.6199	61	31	30	83.1013	6565	3.6885	93	77	16	59.5	33.7303	0.6572	13.8637	7.1995	0.8379	65.2656	56.891	238	4	11.249	10.7802	66	2	35.5021	41.3975	255	6	44.5726	10.9668	73	25	83.3776	4.5865	96	75	31.7593	27.2353	143	4	11.4938	12.2166	66	2	36.6049	49.4607	255	6	45.7037	12.1338	73	25	83.5123	4.971	96	75	0.3087
WK_Scan1.qptiff - resolution #1	8ed22260-3da7-4b59-9207-e1aec277a42a	Cell			Annotation	Polygon	2434.2	5790.2	12.25	13.8834	0.7986	4.929	3.2396	0.7891	69.7736	3698	15.1881	118	39	79	4.6792	248	1.1565	9	3	6	30.2075	1601	14.4307	77	14	63	38.4151	2036	4.4481	53	32	21	80.3208	4257	1.9392	85	77	8	48.75	27.8695	0.7887	11.149	6.9318	0.7734	37.8687	25.7282	118	5	4.9646	1.5719	10	2	41.7576	49.1404	236	6	42.7879	12.0585	88	22	82.3283	5.9922	107	72	26.2069	17.6261	79	5	5.069	1.6901	10	2	45.9793	56.2255	236	6	44.3862	13.497	88	22	83.0621	6.7631	107	72	0.2459
