Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio
WK_Scan1.qptiff - resolution #1	e73b343c-0067-44a0-a6b2-ff8cca687840	Cell			Annotation	Polygon	2045.3	2250.1	19.5	16.9672	0.8512	5.9722	4.5719	0.5802	75.0238	6302	25.9949	156	41	115	3.5119	295	1.0119	7	2	5	13.7619	1156	5.4122	38	7	31	25.4524	2138	4.2466	43	20	23	82.1071	6897	1.5832	88	78	10	76.25	34.7866	0.7918	12.9644	7.8473	0.8318	36.8595	32.7368	156	5	4.2843	1.3456	9	2	11.1667	7.3388	70	5	34.1373	10.0924	70	20	84.8333	3.2302	96	78	22.4189	21.4982	110	5	4.5766	1.3423	9	2	10.1847	7.7329	70	5	37.4234	9.7099	70	24	85.8649	3.0928	96	81	0.2537
WK_Scan1.qptiff - resolution #1	ee937f18-e267-4188-8a5d-0f9bced79556	Cell			Annotation	Polygon	2036	2251.4	48.75	28.1522	0.773	10.5309	6.3474	0.8271	84.8103	16538	17.2076	141	48	93	4.2872	836	1.3507	10	2	8	14.5231	2832	4.2757	29	7	22	27.7538	5412	5.2387	42	20	22	83.241	16232	1.9579	89	78	11	121.25	43.3866	0.8094	15.0299	11.8764	0.6578	47.8878	34.85	141	4	6.2265	8.0423	85	2	11.4816	4.707	39	6	32.1633	6.355	54	20	84.4449	2.2516	92	78	23.4814	17.9661	80	4	7.5085	10.1109	85	3	9.4712	3.8206	39	6	35.078	5.2577	54	22	85.2407	2.075	92	79	0.3866
WK_Scan1.qptiff - resolution #1	73958342-8130-45dc-8707-5764f7d03d00	Cell			Annotation	Polygon	2005.2	2250.3	9.5	12.1663	0.8065	4.3764	3.3934	0.6299	78.4762	3296	31.9666	159	31	128	2.5714	108	0.7034	4	2	2	18.119	761	11.9372	67	11	56	18.6905	785	3.4675	30	15	15	80.2143	3369	1.8151	86	78	8	51.25	26.2387	0.9354	9.2187	7.7782	0.3189	38.9903	28.5175	159	9	2.9369	1.2419	6	1	28.3301	29.4172	228	6	22.0971	7.2287	36	13	81.5922	3.2861	90	76	28.878	16.1598	87	9	3.0305	1.3312	6	1	30.9451	31.9181	228	6	22.9695	7.6771	36	13	81.9451	3.484	90	76	0.1881
WK_Scan1.qptiff - resolution #1	87abc3ce-6a5b-4adc-b5e6-6cdd111c3b1e	Cell			Annotation	Polygon	2054.9	2251.6	26	18.8623	0.9183	7.0375	4.9955	0.6623	51	5355	17.6858	125	24	101	4.3238	454	1.7458	14	2	12	17.7714	1866	7.3619	43	9	34	29.4857	3096	5.7864	45	21	24	84.1333	8834	2.1397	90	79	11	110.5	40.9175	0.8294	15.2913	10.2724	0.6974	19.7002	20.0463	125	4	5.7964	2.0369	14	2	10.9776	5.5439	43	5	48.0224	17.6325	87	21	89.689	5.6998	103	79	10.0906	5.9937	38	4	6.2485	1.9038	11	2	8.8918	2.257	18	5	53.7135	16.0668	87	22	91.3947	5.3548	103	79	0.2279
WK_Scan1.qptiff - resolution #1	a083d1fb-b260-47d5-bfc7-7ae905ef9598	Cell			Annotation	Polygon	1994.8	2252.1	21.75	21.4593	0.5935	7.9855	4.2402	0.8506	53.3261	4906	13.6479	104	31	73	4.6196	425	3.3703	21	2	19	22.4783	2068	17.132	102	7	95	22.3043	2052	4.1767	38	17	21	80.9022	7443	2.1487	88	78	10	71.75	37.7349	0.6332	14.7145	6.7962	0.9219	30.4658	21.4722	107	4	4.7911	2.717	21	1	19.0788	18.9595	117	5	30.7568	16.1847	74	14	83.6849	5.3042	97	77	19.95	15.3717	107	4	4.87	2.3624	18	1	17.515	19.5864	117	5	34.645	18.0788	74	14	84.965	5.814	97	77	0.3112
WK_Scan1.qptiff - resolution #1	df613e88-823b-4059-bf83-7d2a3238f628	Cell		3 EGM	Annotation	Polygon	2014	2259.9	153.75	59.9435	0.5377	16.9552	14.8435	0.3897	93.013	57389	24.9158	176	28	148	8.4068	5187	9.7886	80	2	78	45.4603	28049	40.787	206	10	196	31.5413	19461	6.1432	57	21	36	85.0535	52478	2.3745	95	80	15	283	65.0587	0.8402	22.8153	17.1965	0.5674	64.7388	39.253	176	5	7.9798	8.4476	80	2	39.1522	39.4736	206	6	38.1214	12.9754	87	21	86.8487	3.7468	100	80	31.1904	23.6151	98	5	7.4731	6.4807	69	3	31.6673	36.505	191	6	45.9288	14.5319	87	25	88.9788	3.9571	100	82	0.536
WK_Scan1.qptiff - resolution #1	19d07c81-0576-4f5b-85ab-4c6973307df2	Cell			Annotation	Polygon	1978.3	2254.1	38.5	22.6265	0.945	7.83	6.4765	0.518	62.2581	9650	19.4985	161	34	127	4.1871	649	2.0315	15	2	13	11.1161	1723	2.3326	17	7	10	29.6903	4602	7.9492	56	19	37	82.5097	12789	2.8771	90	78	12	124.25	43.9395	0.8087	16.6233	9.5579	0.8355	31.4781	24.5125	161	6	5.496	1.8825	15	2	9.3785	2.1371	17	4	43.9243	13.8574	70	19	86.9681	4.695	97	78	17.7291	9.3175	48	6	6.0807	1.4779	11	2	8.6023	1.4948	15	4	50.2824	10.8913	70	22	88.9597	3.918	97	79	0.2998
WK_Scan1.qptiff - resolution #1	678d4898-9086-49ab-838c-1c7889d029d5	Cell		3 EGM	Annotation	Polygon	2023.6	2252	9	11.2817	0.8886	4.1419	2.9379	0.6927	84.8	3392	21.6122	125	45	80	12.85	514	15.7619	62	3	59	18.775	751	10.3391	55	9	46	24.975	999	2.1181	31	22	9	82.35	3294	1.406	86	80	6	31.25	21.1058	0.8816	7.1811	6.0982	0.5324	46.2846	33.998	125	3	8.7154	10.6059	62	1	16.3231	13.3865	85	7	26.2385	5.1321	43	17	82.7385	2.1907	89	78	29.1667	22.531	79	3	6.8778	6.5631	38	1	15.2333	14.4565	85	7	26.8	5.9307	43	17	82.9111	2.4479	89	78	0.2841
WK_Scan1.qptiff - resolution #1	f8d313ed-b5ff-41df-b187-4e422b6893ab	Cell			Annotation	Polygon	2028.9	2255.9	32.5	22.2223	0.827	7.7516	5.6266	0.7539	95.4154	12404	20.2556	157	69	88	4.8	624	2.0887	16	2	14	20.5769	2675	9.5519	58	11	47	28.2692	3675	3.6404	38	22	16	83.7	10881	1.3677	87	80	7	58	32.9442	0.6716	11.4431	8.6599	0.3147	69.217	37.1565	157	6	5.1021	1.8646	16	2	16.6213	8.9742	58	6	32.383	6.5076	52	22	84.6043	1.9106	91	80	36.781	26.0248	86	6	5.4762	1.4682	12	3	11.7238	4.9254	30	6	37.4762	5.6126	52	29	85.7238	1.8989	91	82	0.5384
WK_Scan1.qptiff - resolution #1	87c5b6e3-17ba-402c-99ef-c00b35dd2a37	Cell		3 EGM	Annotation	Polygon	1993.6	2257.6	10.25	12.5544	0.8172	4.6201	3.255	0.6904	46.3111	2084	9.3099	72	23	49	20.0444	902	10.5722	54	8	46	68.2667	3072	68.3857	248	12	236	43.7111	1967	9.6097	59	28	31	89.8667	4044	4.043	100	83	17	33.25	22.9231	0.7952	8.2623	5.3288	0.7776	25.087	17.6575	72	7	15.0797	9.4615	54	6	45.2826	57.3594	249	10	54.6667	13.8424	77	28	92.2681	4.2949	100	81	14.8172	9.7924	46	7	12.6774	7.8715	40	6	34.1613	47.7424	249	10	59.9677	12.4118	77	28	93.4301	3.9326	99	81	0.3033
WK_Scan1.qptiff - resolution #1	20f831b3-d6fd-4f64-a5b4-4951e87f8418	Cell		3 EGM	Annotation	Polygon	2001.5	2258.7	18.75	17.087	0.807	6.5805	3.8072	0.8314	83.6	6688	22.7672	163	48	115	12.0125	961	14.7189	91	3	88	35.3375	2827	16.0639	83	14	69	28.65	2292	5.9109	46	22	24	84.0125	6721	2.7258	91	80	11	62.5	30.1795	0.8623	10.8839	8.1694	0.5627	45.3071	32.1176	163	7	9.7953	9.7095	91	3	38.6181	30.5635	199	11	37.7323	15.0004	79	22	87.0039	4.8213	100	80	27.7011	16.7933	68	7	8.7759	5.9682	44	3	40.1264	35.2277	199	11	41.908	16.0445	79	23	88.3793	4.9559	100	81	0.2988
WK_Scan1.qptiff - resolution #1	97373643-93d3-4cc9-b271-287a366946fc	Cell			Annotation	Polygon	1967.8	2264.3	32.25	26.0145	0.5988	9.2872	5.6116	0.8238	58.5606	7730	19.8103	129	25	104	2.9242	386	1.2517	11	1	10	8.4091	1110	2.4211	22	5	17	24.6894	3259	7.1453	45	16	29	81.1364	10710	2.6379	89	77	12	163	49.7316	0.8282	18.8404	11.5	0.8027	25.1128	22.3439	129	2	3.8826	1.8058	11	1	7.5381	4.0025	73	4	34.5274	15.9955	74	14	84.032	5.5297	98	75	16.687	13.1706	89	2	4.124	1.8443	8	1	7.3187	4.2843	73	4	37.0057	16.6452	74	14	84.7615	5.8226	98	75	0.1949
WK_Scan1.qptiff - resolution #1	49367bef-65f8-4b8b-8c2a-fb973294932d	Cell			Annotation	Polygon	2050.5	2264.3	48.75	30.01	0.6802	11.4432	6.7636	0.8328	52.0859	10313	15.505	95	16	79	5.8081	1150	1.7169	10	3	7	17.0152	3369	11.6604	94	8	86	56.8737	11261	18.5792	99	30	69	93.4545	18504	5.8096	107	84	23	186.5	53.3844	0.8224	18.3787	14.0945	0.5995	23.3835	19.9376	95	5	7.9521	3.8398	58	3	11.6125	7.4157	94	5	71.3156	20.9632	112	30	97.4794	6.6278	114	84	13.1067	7.2792	45	5	8.7197	4.0917	58	4	9.6781	3.4606	57	5	76.4864	19.295	112	41	98.9204	6.3045	114	86	0.2619
WK_Scan1.qptiff - resolution #1	20c14949-0738-43bb-ac90-13702b7fe02a	Cell			Annotation	Polygon	1978	2264.6	32.25	21.0693	0.9129	6.9924	6.2061	0.4323	63.4504	8312	16.085	111	37	74	5.6031	734	1.3905	13	3	10	11.1069	1455	3.5847	25	7	18	39.229	5139	8.3293	62	26	36	86.0534	11273	3.0967	94	80	14	95.5	38.8596	0.7947	13.9109	9.4541	0.7135	31.9399	26.248	111	7	6.4413	1.379	13	3	9.4178	2.7185	25	5	52.0679	13.1947	76	26	90.2193	4.6718	100	80	15.5595	11.2664	63	7	6.877	1.1556	10	4	8.5397	1.5261	17	5	58.7421	9.9136	76	33	92.3849	3.8059	100	83	0.3286
WK_Scan1.qptiff - resolution #1	6010b896-f524-4c90-84dc-dea1b870b7c7	Cell			Annotation	Polygon	1985.9	2263.3	27.5	19.0049	0.9568	6.4889	5.5902	0.4862	57.9911	6553	19.0293	143	34	109	4.5575	515	1.2316	7	2	5	13.0708	1477	5.832	34	7	27	40.1327	4535	8.8746	61	25	36	86.7434	9802	3.0171	94	81	13	92.75	39.8429	0.7342	15.9198	7.8333	0.8916	29.0563	24.0192	143	7	6.3405	1.5673	9	2	10.9062	4.2413	34	7	54.9625	12.3536	77	25	91.429	3.9579	98	81	16.4808	12.166	68	7	7.1154	0.9394	9	4	9.9654	2.8628	26	7	61.4077	6.891	77	32	93.4654	2.1957	98	85	0.287
WK_Scan1.qptiff - resolution #1	539f6808-7600-4b05-88af-58e1741c6639	Cell			Annotation	Polygon	2030.4	2264	27	20.8342	0.7817	7.2715	5	0.6205	63.5586	7055	14.9604	124	35	89	5.4955	610	1.9903	14	3	11	11.3423	1259	4.0843	24	6	18	37.3423	4145	6.8231	54	25	29	86.3153	9581	2.412	92	81	11	105.5	38.9522	0.8738	13.7251	10.3361	0.6344	29.1576	25.2547	124	6	7.7247	5.4246	46	3	10.0776	3.3274	24	6	64.2071	37.1328	255	25	94.8329	14.0428	210	81	16.9968	14.7407	92	6	8.5127	6.007	46	4	9.6306	2.8927	23	7	73.7038	38.7949	255	37	97.8439	15.1745	210	87	0.2594
WK_Scan1.qptiff - resolution #1	236153b8-e8e9-4e10-979b-bac5a4b3e295	Cell			Annotation	Polygon	1992.6	2265.5	17.75	16.1734	0.8527	6.0156	3.8431	0.797	41.25	3135	6.6214	55	25	30	5.9079	449	0.7151	7	5	2	18.8553	1433	13.2592	68	8	60	53.0132	4029	5.7816	64	43	21	91.2237	6933	2.0106	96	88	8	64.5	32.9991	0.7443	12.783	6.9142	0.8701	25.7148	14.907	55	8	6.7338	1.1874	10	3	13.0114	8.5487	68	7	59.0342	9.0492	75	26	92.9734	3.0384	99	82	19.4011	12.516	53	8	7.0695	1.178	10	3	10.6364	3.5251	32	7	61.4813	9.002	75	26	93.6845	3.1008	99	82	0.2726
WK_Scan1.qptiff - resolution #1	ed8d6f24-2a83-4e90-ba82-1dab0fc6ce2e	Cell			Annotation	Polygon	2060.1	2265.4	28.5	22.2407	0.724	7.7351	5.9251	0.5401	48.0833	5770	10.9993	87	29	58	6.8833	826	4.0691	29	4	25	14.7583	1771	8.2217	72	8	64	55.575	6669	11.2232	88	39	49	94.0333	11284	4.8053	112	86	26	88.5	38.0468	0.7683	14.651	7.4196	0.8677	26.2241	18.3476	87	5	9.2465	9.6101	123	4	18.8291	20.5681	161	7	66.1989	15.7682	108	39	97.1036	5.3985	118	86	15.1561	8.9899	42	5	10.443	11.2556	123	4	20.8903	24.3183	161	7	71.5781	15.0034	108	43	98.6582	5.0099	118	88	0.322
WK_Scan1.qptiff - resolution #1	604e8dd9-c114-4d1c-ac20-389138e723e1	Cell			Annotation	Polygon	2000.4	2268.5	38	25.0218	0.7627	8.9329	6.5965	0.6332	86.9487	13564	28.2883	213	47	166	4.7179	736	1.2841	9	2	7	21.4295	3343	9.004	55	9	46	36.8013	5741	9.0997	63	23	40	86.5641	13504	3.1728	98	82	16	103	42.6378	0.712	15.815	9.7442	0.7102	44.9472	38.9624	213	5	6.2878	1.8846	12	2	15.1631	8.1431	55	6	53.3165	16.7681	85	23	91.542	5.2718	101	82	19.8429	16.147	80	5	7.2261	1.5288	12	4	11.4176	4.4857	48	6	63.1877	11.7914	85	34	94.5172	3.8356	101	83	0.3604
WK_Scan1.qptiff - resolution #1	0aa33c2c-7bc6-49ec-9530-e8612b498e4c	Cell			Annotation	Polygon	2021.9	2269.5	29.75	20.8609	0.8591	7.0562	6.2063	0.3854	74.6311	9105	16.507	127	44	83	5.5328	675	4.7346	37	2	35	17.5164	2137	6.4619	39	7	32	35.9262	4383	7.9515	55	22	33	86.2213	10519	2.6489	94	82	12	81.25	38.4939	0.689	15.5291	7.8568	0.8672	43.0976	29.1445	127	8	6.3049	3.4604	37	2	12.8598	5.6632	39	7	51.439	19.7274	121	22	90.7531	6.0125	111	82	24.4223	15.8693	67	8	6.7621	2.3031	23	2	10.1019	2.4424	23	7	60.6262	18.8527	121	27	93.4369	5.8363	111	82	0.3682
WK_Scan1.qptiff - resolution #1	fc90b8f2-81ac-4ccf-923a-90a2ebf3d57b	Cell			Annotation	Polygon	2227	2040.1	38.25	22.6605	0.9361	7.9026	6.5997	0.4436	57.8481	9140	11.4737	96	28	68	6.4557	1020	3.3683	30	3	27	15.8544	2505	11.9018	98	7	91	50.5823	7992	16.3201	89	29	60	88.7848	14028	5.2787	103	81	22	131.75	45.4539	0.8013	15.742	12.7454	0.386	27.1472	22.4616	96	2	7.0321	2.4948	30	1	10.8679	7.6144	98	4	62.566	20.4776	101	18	91.8472	6.3255	106	76	14.1075	9.5801	51	2	7.2769	1.9677	11	1	8.75	2.7637	23	4	67.6559	19.9516	101	18	93.1479	6.2906	106	76	0.289
WK_Scan1.qptiff - resolution #1	a8e612e2-be24-4de4-91b6-a340ad9f3b4b	Cell			Annotation	Polygon	2197.9	2040.2	42.5	25.1296	0.8457	8.6966	6.6048	0.6345	63.7727	11224	14.1573	99	31	68	5.1648	909	1.3271	9	3	6	14.6761	2583	5.4188	35	9	26	42.4318	7468	14.0316	76	25	51	88.125	15510	4.4383	100	82	18	138.75	46.6124	0.8025	17.6451	12.7462	0.6057	34.4542	24.2054	99	5	8.7397	11.0078	114	2	13.4973	8.0617	67	5	52.9982	22.3173	101	22	91.0359	6.6987	106	80	20.9108	13.5253	87	5	10.3911	12.9549	114	2	12.9528	8.9794	67	5	57.8793	23.7166	101	22	92.3806	7.1307	106	80	0.3035
WK_Scan1.qptiff - resolution #1	b3c6a02f-c9ad-42e5-be1d-6eaafb24da4a	Cell			Annotation	Polygon	2147.8	2038.9	30.5	20.4279	0.9185	7.4029	5.0752	0.7242	65.6341	8073	16.6134	116	30	86	8.5935	1057	1.26	11	6	5	21.8943	2693	8.5955	55	12	43	83.3577	10253	10.2342	106	63	43	103.6585	12750	3.1979	111	96	15	120.5	44.1999	0.7751	16.4708	9.6741	0.8416	27.1811	25.1323	116	4	9.2078	1.5142	12	4	13.8868	6.9586	55	6	91.0103	13.8064	115	44	105.6193	4.1983	114	91	14.1515	8.9767	72	4	9.416	1.5379	12	4	11.1736	3.2874	42	6	93.6033	13.9084	115	44	106.2837	4.2918	114	91	0.2415
WK_Scan1.qptiff - resolution #1	7b5e6697-ce8b-4e8b-823f-877905b40b80	Cell			Annotation	Polygon	2210.4	2041.8	43.5	23.8357	0.9622	7.7828	7.217	0.2933	51.4746	9111	10.1997	99	30	69	5.1638	914	1.6553	10	2	8	9.5706	1694	1.9877	16	7	9	50.3277	8908	17.0529	95	28	67	89.5198	15845	5.5689	103	81	22	172.75	50.0155	0.8678	17.6295	14.2518	0.5834	21.2392	18.8559	99	3	7.9107	2.6363	32	2	9.0893	1.4165	16	4	74.4697	22.7838	109	26	95.9524	6.7714	107	80	10.8878	4.5909	33	3	8.8511	2.2193	32	3	8.9246	1.1137	12	4	82.735	18.1549	109	26	98.1547	5.6523	107	80	0.2483
WK_Scan1.qptiff - resolution #1	f4784220-d56e-4019-be1b-92d0046c9d1a	Cell			Annotation	Polygon	2235.8	2043.9	33.75	21.2509	0.9391	7.7396	5.5	0.6718	66.058	9116	15.1319	125	37	88	7.1522	987	3.6003	23	3	20	15.2319	2102	8.8913	58	7	51	46.7899	6457	13.7461	85	30	55	86.8986	11992	4.3669	101	80	21	119.5	44.509	0.758	17.0467	9.9007	0.8626	29.3146	26.4888	125	6	7.8938	2.4011	23	3	10.6021	5.8304	58	6	67.5271	18.6666	102	30	92.9042	5.6364	107	80	14.4883	11.2601	64	6	8.193	1.6058	20	5	8.7339	1.9531	22	6	75.8947	13.011	102	48	95.3275	4.0594	107	86	0.2822
WK_Scan1.qptiff - resolution #1	2822be74-0c0d-43a5-8e34-45b36fb55e9b	Cell			Annotation	Polygon	2161.3	2040.4	19.25	16.2311	0.9182	6.1279	3.8944	0.7438	54.2469	4394	12.5115	95	26	69	6.5432	530	1.096	9	5	4	12.1111	981	2.5	18	8	10	58.642	4750	11.0672	86	38	48	95.0123	7696	3.5794	103	86	17	112	41.1167	0.8325	15.837	9.7577	0.724	18.8458	19.7024	95	3	6.8216	2.7204	24	2	9.0595	2.7666	19	4	63.4361	24.3004	170	26	96.3018	7.3201	125	84	11.1582	10.3394	64	3	6.882	2.9552	24	2	8.3968	2.3471	19	4	64.4772	26.2042	170	26	96.5818	7.8776	125	84	0.1671
WK_Scan1.qptiff - resolution #1	ea184a68-74ac-41a5-a45a-a0885a46ea34	Cell			Annotation	Polygon	2188.1	2042.1	10.5	14.7497	0.6065	6.4059	2.1137	0.9447	52.3556	2356	25.0065	123	20	103	3.2444	146	0.8831	5	2	3	7.3778	332	1.2665	10	5	5	25.0889	1129	2.043	29	20	9	83.1111	3740	1.0493	85	81	4	79.25	33.9041	0.8664	12.4051	8.7059	0.7085	17.625	20.4637	123	2	4.1094	2.2943	10	2	6.6906	1.4881	10	4	35.3375	20.5941	95	17	85.8156	6.5073	106	80	11.9418	12.5141	78	2	4.2509	2.4208	10	2	6.5782	1.4934	10	4	37.0145	21.7492	95	17	86.2582	6.9083	106	80	0.1288
WK_Scan1.qptiff - resolution #1	1fad6afe-eece-4fe6-856e-e28c75bfeb39	Cell			Annotation	Polygon	2146.1	2047.4	37.5	22.2587	0.9511	7.5693	6.3294	0.5479	62.7386	9599	12.9008	103	30	73	7.0392	1077	1.464	10	4	6	17.5033	2678	8.1168	47	7	40	62.7255	9597	12.4943	90	43	47	97.0065	14842	3.5084	104	90	14	115.5	42.3564	0.809	15.4218	9.8983	0.758	28.3262	25.6829	103	6	8.5236	1.9555	27	4	13.1245	6.2909	50	7	77.3412	16.9103	111	43	100.8605	5.0324	113	89	11.5048	6.1159	48	6	9.2492	1.7455	27	6	10.984	3.5899	50	7	84.4856	13.9346	111	43	102.7444	4.5719	113	89	0.3151
WK_Scan1.qptiff - resolution #1	58be6401-165d-4a66-a7d2-b068bd3654ed	Cell			Annotation	Polygon	2170.2	2047.2	26	22.3306	0.6552	8.4831	4.8501	0.881	66.25	7155	31.1299	187	33	154	3.6667	396	2.1092	10	2	8	14.6111	1578	3.5092	31	10	21	32.0741	3464	18.9118	88	17	71	86.3148	9322	5.563	103	81	22	92.25	37.8344	0.8098	13.7384	9.2	0.7504	35.7162	29.5742	187	3	4.5865	2.7228	12	2	12.6162	4.292	36	5	41.5486	26.5698	106	17	88.9811	7.9417	109	81	23.1298	17.1598	68	3	4.9656	2.8572	12	2	11.7939	4.3209	36	5	45.4542	28.2664	106	17	90.0802	8.5045	109	81	0.2825
WK_Scan1.qptiff - resolution #1	c42e315d-b3e1-4eea-a097-464072f26a14	Cell			Annotation	Polygon	2160.9	2048.7	26.25	19.4004	0.8764	6.3686	5.428	0.5496	105.3704	11380	25.7227	185	59	126	5.3611	579	2.5115	22	3	19	83.2685	8993	70.7581	255	17	238	41.9444	4530	17.8702	128	27	101	92.2778	9966	6.9239	116	84	32	62	31.8888	0.7662	12.6842	7.5	0.8212	65.6574	42.7938	185	8	5.9323	2.7465	22	2	54.745	62.6912	255	9	49.5418	25.549	131	24	93.4143	8.4235	120	83	35.6643	24.9026	107	8	6.3636	2.8447	15	2	33.2028	45.3935	240	9	55.2797	28.8362	131	24	94.2727	9.3313	120	83	0.4183
WK_Scan1.qptiff - resolution #1	eb55f8de-626c-4371-936b-9fb2a0782ea5	Cell			Annotation	Polygon	2195.8	2049.3	15.5	15.0765	0.8569	5.5916	4.031	0.6594	91.6212	6047	24.4564	151	53	98	3.4697	229	0.7279	5	2	3	15.4848	1022	5.6384	32	7	25	27.4242	1810	4.0423	36	20	16	83.197	5491	1.7648	88	79	9	43.75	25.7951	0.8263	9.3856	7.1443	0.5945	59.6444	31.8124	151	10	3.7056	1.1121	8	2	15.0944	10.4554	101	7	28.4667	6.4621	51	18	83.5222	2.737	94	79	41.1316	17.7791	76	10	3.8421	1.2662	8	2	14.8684	12.4392	101	7	29.0702	7.4664	51	18	83.7105	3.1587	94	79	0.3516
WK_Scan1.qptiff - resolution #1	2f29bc6e-2542-4f96-bcfe-4adc3f51677b	Cell			Annotation	Polygon	2179.1	2051.8	48.25	27.2749	0.815	10.4256	5.9336	0.837	101.2062	19634	25.8449	184	54	130	11.7165	2273	8.6771	60	3	57	114.0876	22133	88.4709	251	17	234	58.0979	11271	47.0391	248	28	220	97.5825	18931	18.1783	185	84	101	145	49.7178	0.7371	18.844	10.7817	0.8352	49.3952	42.3652	184	3	9.1857	9.0037	60	1	63.9744	71.9945	251	6	54.4055	54.003	248	17	95.2794	21.8283	194	79	23.8193	19.2327	84	3	7.9364	8.9096	55	1	39.2366	45.1481	249	6	52.5827	57.0975	248	17	94.1425	23.3594	194	79	0.3211
WK_Scan1.qptiff - resolution #1	5a852e78-36e9-40ff-90a3-735d1823b605	Cell			Annotation	Polygon	2187.5	2052.5	29.25	20.3681	0.886	7.4894	5.4965	0.6609	80.3852	9807	16.6676	124	47	77	11.3443	1384	8.651	31	4	27	15.1393	1847	4.2139	28	8	20	96.5738	11782	83.0037	248	30	218	110.1885	13443	31.9158	174	84	90	84.25	35.5182	0.8392	13.5049	9.2817	0.6781	44.9912	32.6231	124	2	8.7771	8.4584	31	2	12.2551	5.6012	29	5	75.739	75.3784	249	18	101.0499	27.6165	174	78	25.274	20.3481	77	2	7.347	8.0188	31	2	10.6484	5.6414	29	5	64.1324	68.2595	249	18	95.9589	23.4805	171	78	0.3491
WK_Scan1.qptiff - resolution #1	86ff9360-7cd0-4e1a-8844-21908dd5413d	Cell			Annotation	Polygon	2214.8	2054	68	36.5928	0.6382	12.7729	8.2735	0.8534	51.8462	14154	10.7692	88	27	61	6.641	1813	2.1064	16	3	13	13.5568	3701	6.045	49	7	42	60.3773	16483	19.1267	104	29	75	91.3773	24946	5.7657	104	80	24	188.25	57.0891	0.7258	20.2848	15.0832	0.5442	26.8298	20.9538	88	2	7.3272	2.4128	19	1	10.6227	4.5616	49	4	68.3958	21.8172	108	18	93.5897	6.5373	106	77	12.7485	8.3576	46	2	7.7134	2.4893	19	1	8.9711	2.1025	21	4	72.9093	21.9591	108	18	94.8351	6.6215	106	77	0.3536
WK_Scan1.qptiff - resolution #1	efd1e33a-7fa6-4f72-adc7-21887d909e39	Cell			Annotation	Polygon	2142.9	2059.8	47.25	44.7456	0.2966	17.0848	5.9461	0.8674	50.3958	9676	11.8772	89	22	67	10.6302	2041	9.4395	82	4	78	24.1615	4639	23.7355	168	8	160	52.8021	10138	16.6938	95	23	72	93.2917	17912	4.6465	106	83	23	141	59.5564	0.4995	24.1124	10.376	0.8843	26.0795	19.9188	89	5	9.7208	6.9973	82	3	19.1784	18.3573	168	6	62.3975	23.4064	111	23	95.7862	6.9831	115	82	13.5963	8.255	44	5	9.254	5.2816	80	3	16.6203	14.2347	114	6	67.3235	24.808	111	23	97.0668	7.6132	115	82	0.3288
