"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"804","TAL B","Granular Cell","Lamb1","ITGA9_ITGB1",0.0389267150785348,0,"LAMB1_ITGA9_ITGB1","Lamb1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"805","MD","Granular Cell","Lamb1","ITGA9_ITGB1",0.00998347104821724,0,"LAMB1_ITGA9_ITGB1","Lamb1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"806","TAL A","Afferent VSMC","Lamb1","ITGA9_ITGB1",0.0431310904931301,0,"LAMB1_ITGA9_ITGB1","Lamb1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"807","TAL B","Afferent VSMC","Lamb1","ITGA9_ITGB1",0.0564015442481843,0,"LAMB1_ITGA9_ITGB1","Lamb1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"808","MD","Afferent VSMC","Lamb1","ITGA9_ITGB1",0.0146634523257449,0,"LAMB1_ITGA9_ITGB1","Lamb1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"809","TAL A","IG Mesangial Cell","Lamb1","ITGA9_ITGB1",0.0281012080391443,0,"LAMB1_ITGA9_ITGB1","Lamb1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"810","TAL B","IG Mesangial Cell","Lamb1","ITGA9_ITGB1",0.0369257641254305,0,"LAMB1_ITGA9_ITGB1","Lamb1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"811","MD","IG Mesangial Cell","Lamb1","ITGA9_ITGB1",0.00945565279015564,0,"LAMB1_ITGA9_ITGB1","Lamb1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"812","Afferent VSMC","EG Mesangial Cell","Lamb2","ITGA9_ITGB1",0.00461660708920251,0,"LAMB2_ITGA9_ITGB1","Lamb2  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"813","Afferent VSMC","Granular Cell","Lamb2","ITGA9_ITGB1",0.00293239233640959,0,"LAMB2_ITGA9_ITGB1","Lamb2  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"814","Afferent VSMC","Afferent VSMC","Lamb2","ITGA9_ITGB1",0.00432144652891589,0,"LAMB2_ITGA9_ITGB1","Lamb2  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"815","Afferent VSMC","IG Mesangial Cell","Lamb2","ITGA9_ITGB1",0.00277631365635347,0,"LAMB2_ITGA9_ITGB1","Lamb2  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"816","Pericyte","EG Mesangial Cell","Lamc1","ITGA9_ITGB1",0.0225277120508525,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"817","Granular Cell","EG Mesangial Cell","Lamc1","ITGA9_ITGB1",0.0147491289916305,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"818","Afferent VSMC","EG Mesangial Cell","Lamc1","ITGA9_ITGB1",0.0217781897670476,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"819","IG Mesangial Cell","EG Mesangial Cell","Lamc1","ITGA9_ITGB1",0.00495562754847375,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"820","TAL B","EG Mesangial Cell","Lamc1","ITGA9_ITGB1",0.0116460872159223,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"821","Pericyte","Granular Cell","Lamc1","ITGA9_ITGB1",0.0144037841674128,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"822","Granular Cell","Granular Cell","Lamc1","ITGA9_ITGB1",0.00940332308658898,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"823","Afferent VSMC","Granular Cell","Lamc1","ITGA9_ITGB1",0.0139207047137472,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"824","IG Mesangial Cell","Granular Cell","Lamc1","ITGA9_ITGB1",0.00314812368202517,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"825","TAL B","Granular Cell","Lamc1","ITGA9_ITGB1",0.00741650928447695,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"826","Pericyte","Afferent VSMC","Lamc1","ITGA9_ITGB1",0.0211117015219171,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"827","Granular Cell","Afferent VSMC","Lamc1","ITGA9_ITGB1",0.0138151417080589,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"828","Afferent VSMC","Afferent VSMC","Lamc1","ITGA9_ITGB1",0.020408307858223,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"829","IG Mesangial Cell","Afferent VSMC","Lamc1","ITGA9_ITGB1",0.00463889289256774,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"830","TAL B","Afferent VSMC","Lamc1","ITGA9_ITGB1",0.0109064245842859,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"831","Pericyte","IG Mesangial Cell","Lamc1","ITGA9_ITGB1",0.0136454885207082,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"832","Granular Cell","IG Mesangial Cell","Lamc1","ITGA9_ITGB1",0.00890590087863387,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"833","Afferent VSMC","IG Mesangial Cell","Lamc1","ITGA9_ITGB1",0.0131875007816507,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"834","IG Mesangial Cell","IG Mesangial Cell","Lamc1","ITGA9_ITGB1",0.00298059687198096,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"835","TAL B","IG Mesangial Cell","Lamc1","ITGA9_ITGB1",0.00702344148884825,0,"LAMC1_ITGA9_ITGB1","Lamc1  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"836","Pericyte","EG Mesangial Cell","Lamc3","ITGA9_ITGB1",0.0739410615756887,0,"LAMC3_ITGA9_ITGB1","Lamc3  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"837","Efferent VSMC","EG Mesangial Cell","Lamc3","ITGA9_ITGB1",0.0280444099860853,0,"LAMC3_ITGA9_ITGB1","Lamc3  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"838","Pericyte","Granular Cell","Lamc3","ITGA9_ITGB1",0.0481905635176846,0,"LAMC3_ITGA9_ITGB1","Lamc3  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"839","Efferent VSMC","Granular Cell","Lamc3","ITGA9_ITGB1",0.0179676234298677,0,"LAMC3_ITGA9_ITGB1","Lamc3  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"840","Pericyte","Afferent VSMC","Lamc3","ITGA9_ITGB1",0.0695232471616211,0,"LAMC3_ITGA9_ITGB1","Lamc3  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"841","Efferent VSMC","Afferent VSMC","Lamc3","ITGA9_ITGB1",0.0262909665287812,0,"LAMC3_ITGA9_ITGB1","Lamc3  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"842","Pericyte","IG Mesangial Cell","Lamc3","ITGA9_ITGB1",0.0457360839051123,0,"LAMC3_ITGA9_ITGB1","Lamc3  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"843","Efferent VSMC","IG Mesangial Cell","Lamc3","ITGA9_ITGB1",0.0170249482886261,0,"LAMC3_ITGA9_ITGB1","Lamc3  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"844","Pericyte","TAL A","Tnxb","ITGAV_ITGB6",0.0117163354434914,0,"TNXB_ITGAV_ITGB6","Tnxb  - (Itgav+Itgb6)","TENASCIN","ECM-Receptor","KEGG: mmu04512"
"845","Pericyte","TAL B","Tnxb","ITGAV_ITGB6",0.0235924179307331,0,"TNXB_ITGAV_ITGB6","Tnxb  - (Itgav+Itgb6)","TENASCIN","ECM-Receptor","KEGG: mmu04512"
"846","Pericyte","MD","Tnxb","ITGAV_ITGB6",0.00748650605454239,0,"TNXB_ITGAV_ITGB6","Tnxb  - (Itgav+Itgb6)","TENASCIN","ECM-Receptor","KEGG: mmu04512"
"847","Pericyte","TAL A","Lama2","ITGAV_ITGB8",0.0375186977283124,0,"LAMA2_ITGAV_ITGB8","Lama2  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"848","Efferent VSMC","TAL A","Lama2","ITGAV_ITGB8",0.00735045475961233,0,"LAMA2_ITGAV_ITGB8","Lama2  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"849","EG Mesangial Cell","TAL A","Lama2","ITGAV_ITGB8",0.00668576525877147,0,"LAMA2_ITGAV_ITGB8","Lama2  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"850","Pericyte","TAL B","Lama2","ITGAV_ITGB8",0.0540297763092119,0,"LAMA2_ITGAV_ITGB8","Lama2  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"851","Efferent VSMC","TAL B","Lama2","ITGAV_ITGB8",0.0107332665562891,0,"LAMA2_ITGAV_ITGB8","Lama2  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"852","EG Mesangial Cell","TAL B","Lama2","ITGAV_ITGB8",0.00976568442815285,0,"LAMA2_ITGAV_ITGB8","Lama2  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"853","Pericyte","TAL A","Lama4","ITGAV_ITGB8",0.0064733693509429,0,"LAMA4_ITGAV_ITGB8","Lama4  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"854","Efferent VSMC","TAL A","Lama4","ITGAV_ITGB8",0.00617184892069947,0,"LAMA4_ITGAV_ITGB8","Lama4  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"855","Granular Cell","TAL A","Lama4","ITGAV_ITGB8",0.00582585269397563,0,"LAMA4_ITGAV_ITGB8","Lama4  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"856","Afferent VSMC","TAL A","Lama4","ITGAV_ITGB8",0.0063494127813433,0,"LAMA4_ITGAV_ITGB8","Lama4  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"857","Pericyte","TAL B","Lama4","ITGAV_ITGB8",0.00945637596619959,0,"LAMA4_ITGAV_ITGB8","Lama4  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"858","Efferent VSMC","TAL B","Lama4","ITGAV_ITGB8",0.00901717233517278,0,"LAMA4_ITGAV_ITGB8","Lama4  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"859","Granular Cell","TAL B","Lama4","ITGAV_ITGB8",0.00851303252842387,0,"LAMA4_ITGAV_ITGB8","Lama4  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"860","Afferent VSMC","TAL B","Lama4","ITGAV_ITGB8",0.00927583200943176,0,"LAMA4_ITGAV_ITGB8","Lama4  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"861","Granular Cell","TAL A","Lama5","ITGAV_ITGB8",0.00604226512664023,0,"LAMA5_ITGAV_ITGB8","Lama5  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"862","Afferent VSMC","TAL A","Lama5","ITGAV_ITGB8",0.00612157847995394,0,"LAMA5_ITGAV_ITGB8","Lama5  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"863","Granular Cell","TAL B","Lama5","ITGAV_ITGB8",0.00882837897504189,0,"LAMA5_ITGAV_ITGB8","Lama5  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"864","Afferent VSMC","TAL B","Lama5","ITGAV_ITGB8",0.00894393496545981,0,"LAMA5_ITGAV_ITGB8","Lama5  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"865","TAL A","TAL A","Lamb1","ITGAV_ITGB8",0.0117930319664322,0,"LAMB1_ITGAV_ITGB8","Lamb1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"866","TAL B","TAL A","Lamb1","ITGAV_ITGB8",0.0155784574156967,0,"LAMB1_ITGAV_ITGB8","Lamb1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"867","MD","TAL A","Lamb1","ITGAV_ITGB8",0.00392449220015008,0,"LAMB1_ITGAV_ITGB8","Lamb1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"868","TAL A","TAL B","Lamb1","ITGAV_ITGB8",0.0171850020435471,0,"LAMB1_ITGAV_ITGB8","Lamb1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"869","TAL B","TAL B","Lamb1","ITGAV_ITGB8",0.0226614972172312,0,"LAMB1_ITGAV_ITGB8","Lamb1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"870","MD","TAL B","Lamb1","ITGAV_ITGB8",0.00573973105019346,0,"LAMB1_ITGAV_ITGB8","Lamb1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"871","Afferent VSMC","TAL A","Lamb2","ITGAV_ITGB8",0.00114775926759827,0,"LAMB2_ITGAV_ITGB8","Lamb2  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"872","Afferent VSMC","TAL B","Lamb2","ITGAV_ITGB8",0.00168081233753476,0,"LAMB2_ITGAV_ITGB8","Lamb2  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"873","Pericyte","TAL A","Lamc1","ITGAV_ITGB8",0.00567749731194044,0,"LAMC1_ITGAV_ITGB8","Lamc1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"874","Granular Cell","TAL A","Lamc1","ITGAV_ITGB8",0.00369512248892206,0,"LAMC1_ITGAV_ITGB8","Lamc1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"875","Afferent VSMC","TAL A","Lamc1","ITGAV_ITGB8",0.00548545443736404,0,"LAMC1_ITGAV_ITGB8","Lamc1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"876","IG Mesangial Cell","TAL A","Lamc1","ITGAV_ITGB8",0.00123236032997251,0,"LAMC1_ITGAV_ITGB8","Lamc1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"877","TAL B","TAL A","Lamc1","ITGAV_ITGB8",0.00291084166566007,0,"LAMC1_ITGAV_ITGB8","Lamc1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"878","Pericyte","TAL B","Lamc1","ITGAV_ITGB8",0.00829681916244844,0,"LAMC1_ITGAV_ITGB8","Lamc1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"879","Granular Cell","TAL B","Lamc1","ITGAV_ITGB8",0.00540484410052641,0,"LAMC1_ITGAV_ITGB8","Lamc1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"880","Afferent VSMC","TAL B","Lamc1","ITGAV_ITGB8",0.00801689136772836,0,"LAMC1_ITGAV_ITGB8","Lamc1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"881","IG Mesangial Cell","TAL B","Lamc1","ITGAV_ITGB8",0.0018046336270687,0,"LAMC1_ITGAV_ITGB8","Lamc1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"882","TAL B","TAL B","Lamc1","ITGAV_ITGB8",0.00425923033491224,0,"LAMC1_ITGAV_ITGB8","Lamc1  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"883","Pericyte","TAL A","Lamc3","ITGAV_ITGB8",0.019397996044278,0,"LAMC3_ITGAV_ITGB8","Lamc3  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"884","Efferent VSMC","TAL A","Lamc3","ITGAV_ITGB8",0.00709779411526889,0,"LAMC3_ITGAV_ITGB8","Lamc3  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"885","Pericyte","TAL B","Lamc3","ITGAV_ITGB8",0.028167969875307,0,"LAMC3_ITGAV_ITGB8","Lamc3  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"886","Efferent VSMC","TAL B","Lamc3","ITGAV_ITGB8",0.010365541148029,0,"LAMC3_ITGAV_ITGB8","Lamc3  - (Itgav+Itgb8)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"887","Pericyte","TAL A","Col1a2","ITGAV_ITGB8",0.00686073708475239,0,"COL1A2_ITGAV_ITGB8","Col1a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"888","EG Mesangial Cell","TAL A","Col1a2","ITGAV_ITGB8",0.00522127127778703,0,"COL1A2_ITGAV_ITGB8","Col1a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"889","Pericyte","TAL B","Col1a2","ITGAV_ITGB8",0.0100204470790239,0,"COL1A2_ITGAV_ITGB8","Col1a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"890","EG Mesangial Cell","TAL B","Col1a2","ITGAV_ITGB8",0.0076317280695826,0,"COL1A2_ITGAV_ITGB8","Col1a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"891","Pericyte","TAL A","Col4a1","ITGAV_ITGB8",0.00670249018340893,0,"COL4A1_ITGAV_ITGB8","Col4a1  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"892","Efferent VSMC","TAL A","Col4a1","ITGAV_ITGB8",0.00550224584474961,0,"COL4A1_ITGAV_ITGB8","Col4a1  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"893","EG Mesangial Cell","TAL A","Col4a1","ITGAV_ITGB8",0.0062410630912108,0,"COL4A1_ITGAV_ITGB8","Col4a1  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"894","Afferent VSMC","TAL A","Col4a1","ITGAV_ITGB8",0.00663841608446149,0,"COL4A1_ITGAV_ITGB8","Col4a1  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"895","IG Mesangial Cell","TAL A","Col4a1","ITGAV_ITGB8",0.00686007297211969,0,"COL4A1_ITGAV_ITGB8","Col4a1  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"896","Pericyte","TAL B","Col4a1","ITGAV_ITGB8",0.00979003805660863,0,"COL4A1_ITGAV_ITGB8","Col4a1  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"897","Efferent VSMC","TAL B","Col4a1","ITGAV_ITGB8",0.00804136904693854,0,"COL4A1_ITGAV_ITGB8","Col4a1  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"898","EG Mesangial Cell","TAL B","Col4a1","ITGAV_ITGB8",0.00911800261970526,0,"COL4A1_ITGAV_ITGB8","Col4a1  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"899","Afferent VSMC","TAL B","Col4a1","ITGAV_ITGB8",0.00969673592821501,0,"COL4A1_ITGAV_ITGB8","Col4a1  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"900","IG Mesangial Cell","TAL B","Col4a1","ITGAV_ITGB8",0.010019480195254,0,"COL4A1_ITGAV_ITGB8","Col4a1  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"901","Pericyte","TAL A","Col4a2","ITGAV_ITGB8",0.00659019699715526,0,"COL4A2_ITGAV_ITGB8","Col4a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"902","Efferent VSMC","TAL A","Col4a2","ITGAV_ITGB8",0.00509480780092818,0,"COL4A2_ITGAV_ITGB8","Col4a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"903","EG Mesangial Cell","TAL A","Col4a2","ITGAV_ITGB8",0.00493849389824778,0,"COL4A2_ITGAV_ITGB8","Col4a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"904","Afferent VSMC","TAL A","Col4a2","ITGAV_ITGB8",0.00683648064766084,0,"COL4A2_ITGAV_ITGB8","Col4a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"905","IG Mesangial Cell","TAL A","Col4a2","ITGAV_ITGB8",0.00625263991665814,0,"COL4A2_ITGAV_ITGB8","Col4a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"906","Pericyte","TAL B","Col4a2","ITGAV_ITGB8",0.00962651757391136,0,"COL4A2_ITGAV_ITGB8","Col4a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"907","Efferent VSMC","TAL B","Col4a2","ITGAV_ITGB8",0.00744731843102626,0,"COL4A2_ITGAV_ITGB8","Col4a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"908","EG Mesangial Cell","TAL B","Col4a2","ITGAV_ITGB8",0.00721935084396822,0,"COL4A2_ITGAV_ITGB8","Col4a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"909","Afferent VSMC","TAL B","Col4a2","ITGAV_ITGB8",0.00998513166597847,0,"COL4A2_ITGAV_ITGB8","Col4a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"910","IG Mesangial Cell","TAL B","Col4a2","ITGAV_ITGB8",0.00913486695326343,0,"COL4A2_ITGAV_ITGB8","Col4a2  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"911","Pericyte","TAL A","Col4a3","ITGAV_ITGB8",0.00602666152043865,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"912","Efferent VSMC","TAL A","Col4a3","ITGAV_ITGB8",0.00637162966155109,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"913","EG Mesangial Cell","TAL A","Col4a3","ITGAV_ITGB8",0.00766280475095042,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"914","Granular Cell","TAL A","Col4a3","ITGAV_ITGB8",0.00548815224771677,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"915","TAL A","TAL A","Col4a3","ITGAV_ITGB8",0.0357498624613028,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"916","TAL B","TAL A","Col4a3","ITGAV_ITGB8",0.0350941426448902,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"917","MD","TAL A","Col4a3","ITGAV_ITGB8",0.0453219624107379,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"918","Pericyte","TAL B","Col4a3","ITGAV_ITGB8",0.00880564422119756,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"919","Efferent VSMC","TAL B","Col4a3","ITGAV_ITGB8",0.0093081926399325,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"920","EG Mesangial Cell","TAL B","Col4a3","ITGAV_ITGB8",0.0111877455077245,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"921","Granular Cell","TAL B","Col4a3","ITGAV_ITGB8",0.00802082412730776,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"922","TAL A","TAL B","Col4a3","ITGAV_ITGB8",0.0515241900883275,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"923","TAL B","TAL B","Col4a3","ITGAV_ITGB8",0.0505943206166449,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"924","MD","TAL B","Col4a3","ITGAV_ITGB8",0.0650350325471138,0,"COL4A3_ITGAV_ITGB8","Col4a3  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"925","Pericyte","TAL A","Col4a4","ITGAV_ITGB8",0.00634546727698201,0,"COL4A4_ITGAV_ITGB8","Col4a4  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"926","Efferent VSMC","TAL A","Col4a4","ITGAV_ITGB8",0.00649892388769879,0,"COL4A4_ITGAV_ITGB8","Col4a4  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"927","EG Mesangial Cell","TAL A","Col4a4","ITGAV_ITGB8",0.0070721081945978,0,"COL4A4_ITGAV_ITGB8","Col4a4  - (Itgav+Itgb8)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
