"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"365","TAL B","Pericyte","Col4a3","ITGA1_ITGB1",0.140552839002892,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"366","MD","Pericyte","Col4a3","ITGA1_ITGB1",0.175912215353212,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"367","TAL A","Efferent VSMC","Col4a3","ITGA1_ITGB1",0.0804327990400461,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"368","TAL B","Efferent VSMC","Col4a3","ITGA1_ITGB1",0.0790246774208731,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"369","MD","Efferent VSMC","Col4a3","ITGA1_ITGB1",0.100719173329123,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"370","TAL A","EG Mesangial Cell","Col4a3","ITGA1_ITGB1",0.134725513075947,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"371","TAL B","EG Mesangial Cell","Col4a3","ITGA1_ITGB1",0.13250385925372,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"372","MD","EG Mesangial Cell","Col4a3","ITGA1_ITGB1",0.166229973257729,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"373","MD","Granular Cell","Col4a3","ITGA1_ITGB1",0.0597692925922862,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"374","TAL A","Afferent VSMC","Col4a3","ITGA1_ITGB1",0.125705495334847,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"375","TAL B","Afferent VSMC","Col4a3","ITGA1_ITGB1",0.123611334629287,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"376","MD","Afferent VSMC","Col4a3","ITGA1_ITGB1",0.155479706979819,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"377","TAL A","IG Mesangial Cell","Col4a3","ITGA1_ITGB1",0.151826535314057,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"378","TAL B","IG Mesangial Cell","Col4a3","ITGA1_ITGB1",0.149371563166104,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"379","MD","IG Mesangial Cell","Col4a3","ITGA1_ITGB1",0.186468152512406,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"380","MD","TAL B","Col4a3","ITGA1_ITGB1",0.0632568576686762,0,"COL4A3_ITGA1_ITGB1","Col4a3  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"381","TAL A","Pericyte","Col4a4","ITGA1_ITGB1",0.142690913617456,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"382","TAL B","Pericyte","Col4a4","ITGA1_ITGB1",0.140730915596645,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"383","MD","Pericyte","Col4a4","ITGA1_ITGB1",0.152372619739306,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"384","TAL A","Efferent VSMC","Col4a4","ITGA1_ITGB1",0.0803142565452567,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"385","TAL B","Efferent VSMC","Col4a4","ITGA1_ITGB1",0.0791319770337604,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"386","MD","Efferent VSMC","Col4a4","ITGA1_ITGB1",0.0861891440774624,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"387","TAL A","EG Mesangial Cell","Col4a4","ITGA1_ITGB1",0.134538660562104,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"388","TAL B","EG Mesangial Cell","Col4a4","ITGA1_ITGB1",0.13267331225623,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"389","MD","EG Mesangial Cell","Col4a4","ITGA1_ITGB1",0.143759983271815,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"390","TAL A","Afferent VSMC","Col4a4","ITGA1_ITGB1",0.125529337917762,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"391","TAL B","Afferent VSMC","Col4a4","ITGA1_ITGB1",0.123771037944059,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"392","MD","Afferent VSMC","Col4a4","ITGA1_ITGB1",0.134228930374253,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"393","TAL A","IG Mesangial Cell","Col4a4","ITGA1_ITGB1",0.151620121163057,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"394","TAL B","IG Mesangial Cell","Col4a4","ITGA1_ITGB1",0.149558868529565,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"395","MD","IG Mesangial Cell","Col4a4","ITGA1_ITGB1",0.161793343706993,0,"COL4A4_ITGA1_ITGB1","Col4a4  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"396","Pericyte","Pericyte","Col4a5","ITGA1_ITGB1",0.0316379879632442,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"397","Efferent VSMC","Pericyte","Col4a5","ITGA1_ITGB1",0.0341358208148611,0.01,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"398","Afferent VSMC","Pericyte","Col4a5","ITGA1_ITGB1",0.0315148330405063,0.02,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"399","TAL A","Pericyte","Col4a5","ITGA1_ITGB1",0.0649172966791615,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"400","TAL B","Pericyte","Col4a5","ITGA1_ITGB1",0.0658161650108172,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"401","Pericyte","Efferent VSMC","Col4a5","ITGA1_ITGB1",0.0168532536024136,0.02,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"402","TAL A","Efferent VSMC","Col4a5","ITGA1_ITGB1",0.0351452501766131,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"403","TAL B","Efferent VSMC","Col4a5","ITGA1_ITGB1",0.0356475993714851,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"404","Pericyte","EG Mesangial Cell","Col4a5","ITGA1_ITGB1",0.0296112936402482,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"405","Efferent VSMC","EG Mesangial Cell","Col4a5","ITGA1_ITGB1",0.0319543981185228,0.04,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"406","Afferent VSMC","EG Mesangial Cell","Col4a5","ITGA1_ITGB1",0.0294957875850873,0.03,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"407","TAL A","EG Mesangial Cell","Col4a5","ITGA1_ITGB1",0.0608928215511028,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"408","TAL B","EG Mesangial Cell","Col4a5","ITGA1_ITGB1",0.0617396447943901,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"409","TAL A","Granular Cell","Col4a5","ITGA1_ITGB1",0.0202555654521195,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"410","TAL B","Granular Cell","Col4a5","ITGA1_ITGB1",0.0205496214995081,0.02,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"411","Pericyte","Afferent VSMC","Col4a5","ITGA1_ITGB1",0.027405886305112,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"412","TAL A","Afferent VSMC","Col4a5","ITGA1_ITGB1",0.0564932446928905,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"413","TAL B","Afferent VSMC","Col4a5","ITGA1_ITGB1",0.0572826160075885,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"414","Pericyte","IG Mesangial Cell","Col4a5","ITGA1_ITGB1",0.03389254138647,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"415","Efferent VSMC","IG Mesangial Cell","Col4a5","ITGA1_ITGB1",0.0365616516836685,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"416","Afferent VSMC","IG Mesangial Cell","Col4a5","ITGA1_ITGB1",0.0337609162963624,0.01,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"417","TAL A","IG Mesangial Cell","Col4a5","ITGA1_ITGB1",0.069373470209573,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"418","TAL B","IG Mesangial Cell","Col4a5","ITGA1_ITGB1",0.0703293996168851,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"419","TAL A","TAL B","Col4a5","ITGA1_ITGB1",0.0214901852574794,0,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"420","TAL B","TAL B","Col4a5","ITGA1_ITGB1",0.021801765807311,0.02,"COL4A5_ITGA1_ITGB1","Col4a5  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"421","Pericyte","Pericyte","Col4a6","ITGA1_ITGB1",0.0275754010093513,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"422","Efferent VSMC","Pericyte","Col4a6","ITGA1_ITGB1",0.0350911972745157,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"423","Afferent VSMC","Pericyte","Col4a6","ITGA1_ITGB1",0.0295666073224085,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"424","Pericyte","Efferent VSMC","Col4a6","ITGA1_ITGB1",0.0146604104700383,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"425","Efferent VSMC","Efferent VSMC","Col4a6","ITGA1_ITGB1",0.0187239475217172,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"426","Afferent VSMC","Efferent VSMC","Col4a6","ITGA1_ITGB1",0.0157341210968718,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"427","Pericyte","EG Mesangial Cell","Col4a6","ITGA1_ITGB1",0.0258020172626194,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"428","Efferent VSMC","EG Mesangial Cell","Col4a6","ITGA1_ITGB1",0.0328507985086229,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"429","Afferent VSMC","EG Mesangial Cell","Col4a6","ITGA1_ITGB1",0.0276688120053301,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"430","Pericyte","Granular Cell","Col4a6","ITGA1_ITGB1",0.00837403848179744,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"431","Efferent VSMC","Granular Cell","Col4a6","ITGA1_ITGB1",0.0107140805971609,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"432","Afferent VSMC","Granular Cell","Col4a6","ITGA1_ITGB1",0.00899154422892148,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"433","Pericyte","Afferent VSMC","Col4a6","ITGA1_ITGB1",0.0238733396788632,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"434","Efferent VSMC","Afferent VSMC","Col4a6","ITGA1_ITGB1",0.0304116788693913,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"435","Afferent VSMC","Afferent VSMC","Col4a6","ITGA1_ITGB1",0.0256042606718876,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"436","Pericyte","IG Mesangial Cell","Col4a6","ITGA1_ITGB1",0.029549284708151,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"437","Efferent VSMC","IG Mesangial Cell","Col4a6","ITGA1_ITGB1",0.0375822793469004,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"438","Afferent VSMC","IG Mesangial Cell","Col4a6","ITGA1_ITGB1",0.0316783809441149,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"439","Pericyte","TAL B","Col4a6","ITGA1_ITGB1",0.00889102598196604,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"440","Efferent VSMC","TAL B","Col4a6","ITGA1_ITGB1",0.0113738781074225,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"441","Afferent VSMC","TAL B","Col4a6","ITGA1_ITGB1",0.00954628763790243,0,"COL4A6_ITGA1_ITGB1","Col4a6  - (Itga1+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512"
"442","Pericyte","Pericyte","Lama2","ITGA1_ITGB1",0.149137127655691,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"443","Efferent VSMC","Pericyte","Lama2","ITGA1_ITGB1",0.0322228802947641,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"444","EG Mesangial Cell","Pericyte","Lama2","ITGA1_ITGB1",0.0293755783615752,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"445","Pericyte","Efferent VSMC","Lama2","ITGA1_ITGB1",0.0842193634678757,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"446","Pericyte","EG Mesangial Cell","Lama2","ITGA1_ITGB1",0.140677020554643,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"447","Efferent VSMC","EG Mesangial Cell","Lama2","ITGA1_ITGB1",0.0301598853561017,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"448","EG Mesangial Cell","EG Mesangial Cell","Lama2","ITGA1_ITGB1",0.0274896973057596,0.01,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"449","Pericyte","Granular Cell","Lama2","ITGA1_ITGB1",0.0496078282698235,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"450","Pericyte","Afferent VSMC","Lama2","ITGA1_ITGB1",0.131319015543704,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"451","Efferent VSMC","Afferent VSMC","Lama2","ITGA1_ITGB1",0.0279147950405474,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"452","EG Mesangial Cell","Afferent VSMC","Lama2","ITGA1_ITGB1",0.0254381612399882,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"453","Pericyte","IG Mesangial Cell","Lama2","ITGA1_ITGB1",0.158395192562611,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"454","Efferent VSMC","IG Mesangial Cell","Lama2","ITGA1_ITGB1",0.0345176280086583,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"455","EG Mesangial Cell","IG Mesangial Cell","Lama2","ITGA1_ITGB1",0.0314741503978825,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"456","Pericyte","TAL B","Lama2","ITGA1_ITGB1",0.0525355972084855,0,"LAMA2_ITGA1_ITGB1","Lama2  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"457","Pericyte","Pericyte","Lama4","ITGA1_ITGB1",0.0284630186927863,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"458","Efferent VSMC","Pericyte","Lama4","ITGA1_ITGB1",0.0271652565744568,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"459","Granular Cell","Pericyte","Lama4","ITGA1_ITGB1",0.0256727637052404,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"460","Afferent VSMC","Pericyte","Lama4","ITGA1_ITGB1",0.0279298261779247,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"461","Pericyte","Efferent VSMC","Lama4","ITGA1_ITGB1",0.0151387826756496,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"462","Efferent VSMC","Efferent VSMC","Lama4","ITGA1_ITGB1",0.0144395055794607,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"463","Granular Cell","Efferent VSMC","Lama4","ITGA1_ITGB1",0.0136363808866005,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"464","Afferent VSMC","Efferent VSMC","Lama4","ITGA1_ITGB1",0.014851375121938,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"465","Pericyte","EG Mesangial Cell","Lama4","ITGA1_ITGB1",0.0266341154089865,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"466","Efferent VSMC","EG Mesangial Cell","Lama4","ITGA1_ITGB1",0.0254175599220674,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"467","Granular Cell","EG Mesangial Cell","Lama4","ITGA1_ITGB1",0.024018716980732,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"468","Afferent VSMC","EG Mesangial Cell","Lama4","ITGA1_ITGB1",0.026134261799496,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"469","Pericyte","Granular Cell","Lama4","ITGA1_ITGB1",0.00864908562359968,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"470","Efferent VSMC","Granular Cell","Lama4","ITGA1_ITGB1",0.00824706461054874,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"471","Granular Cell","Granular Cell","Lama4","ITGA1_ITGB1",0.00778564237952768,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"472","Afferent VSMC","Granular Cell","Lama4","ITGA1_ITGB1",0.00848382268564342,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"473","Pericyte","Afferent VSMC","Lama4","ITGA1_ITGB1",0.0246448127084742,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"474","Efferent VSMC","Afferent VSMC","Lama4","ITGA1_ITGB1",0.0235169264535434,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"475","Granular Cell","Afferent VSMC","Lama4","ITGA1_ITGB1",0.0222202990723259,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"476","Afferent VSMC","Afferent VSMC","Lama4","ITGA1_ITGB1",0.0241813656848109,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"477","Pericyte","IG Mesangial Cell","Lama4","ITGA1_ITGB1",0.0304984465147034,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"478","Efferent VSMC","IG Mesangial Cell","Lama4","ITGA1_ITGB1",0.0291106604780515,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"479","Granular Cell","IG Mesangial Cell","Lama4","ITGA1_ITGB1",0.0275143076345724,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"480","Afferent VSMC","IG Mesangial Cell","Lama4","ITGA1_ITGB1",0.0299282992803404,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"481","Pericyte","TAL B","Lama4","ITGA1_ITGB1",0.00918289644469322,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"482","Efferent VSMC","TAL B","Lama4","ITGA1_ITGB1",0.0087562823525716,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"483","Granular Cell","TAL B","Lama4","ITGA1_ITGB1",0.00826660693239589,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"484","Afferent VSMC","TAL B","Lama4","ITGA1_ITGB1",0.00900752636023609,0,"LAMA4_ITGA1_ITGB1","Lama4  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"485","Granular Cell","Pericyte","Lama5","ITGA1_ITGB1",0.0266066968046179,0,"LAMA5_ITGA1_ITGB1","Lama5  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
"486","Afferent VSMC","Pericyte","Lama5","ITGA1_ITGB1",0.0269486290059975,0,"LAMA5_ITGA1_ITGB1","Lama5  - (Itga1+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512"
